company_dunsum,avg_fed_contract,top1_dunsnumber,top2_dunsnumber,top3_dunsnumber,top4_dunsnumber,top5_dunsnumber,top1_avg_fed_contract,top2_avg_fed_contract,top3_avg_fed_contract,top4_avg_fed_contract,top5_avg_fed_contract
189246791,29265.42,619414113,147027999,70282561,609531983,110261711,29270,29272.236,29250,29250,29285.875
189967768,952,15831662,830255092,30501568,613630722,55387273,952.415,950,950,961,941.9
194098406,-226.5,884759507,11527207,143600950,71453880,121026280,-231.96,-215.05,-213.39,-212.52,-241.64
194775557,1343049.18,956520274,829108211,839665098,963390724,883851040,1342712.325,1341384.195,1340926.945,1346819.29,1349638
196101471,2575,197574965,788742083,806627832,9702424,62237961,2575,2574.5,2576.88,2587.8,2560.88
196678908,145,805770406,147016075,24759961,797473530,71628549,144,147,140.7,150,150
196798714,17427.98,57524712,929496271,103622655,133471677,32309960,17426,17434.3275,17417.32,17416.42,17447.5
196928951,NA,,,,,,,,,,
198351277,NA,,,,,,,,,,
198377876,63220.6,932683121,796114700,10944650,967801635,94349065,63254.2625,63185.7466666667,63181.31,63313.68,63069.8725
361501869,39300,2145811,131309580,154279434,964899231,962396243,39281.975,39330,39366.766,39381.004,39216.2
361575314,35514.71,788790699,830330390,831339127,186816914,138393553,35500,35533.4375,35490,35483.12,35574.7075
361940406,-2.62,139408244,159683940,961028339,178440426,2526622,-2.125,-1.62,-1.18,-0.9,-4.57
601000560,4025,968902973,783146454,867634495,956506406,32516500,4025.17,4023.78,4021.6,4020,4030
602878741,5150.965,38798468,177079394,53505111,11170206,825512197,5150,5150,5149.93,5152.74,5149.1666666667
602968187,5611571.99,165638938,556990575,199654765,879821635,77004315,5626600,5585777.46,5582099.59,5580170.04,5570943.004
603745204,6758.665,140044004,163632537,130864411,47868794,962046756,6760,6757,6762.0425,6764.25,6765.12
604038828,314519,75949644,142971527,51409605,80629942,141411301,314586.465,314333.48,313966.22,315358.333333333,315416.666666667
604664248,4125,86436979,3213030,39026771,602736795,827566832,4125,4125,4125,4125.5,4122.5
605925200,14790,118058432,1730522,964498849,148112340,782806111,14775.6,14809.4233333333,14812.2,14812.5,14814
607412665,3000,136187460,826617367,831104661,22647403,625126461,3000,3000,3000,3000,3000
609133744,NA,,,,,,,,,,
611428863,1,931425156,155141419,2176428,69884849,130058340,1,1,0,0,0
612214572,NA,,,,,,,,,,
612258335,6442.5,940057946,130481708,832439298,8442139,78268653,6441.205,6444,6440,6446,6437.5
612878892,4584,833016897,780619081,786767046,4466199,137471509,4583.3333333333,4582.47,4587.5,4579.68,4589.5
612908553,15702,794989942,48796999,33201356,2326221,21793082,15699.55,15706.6666666667,15697.3,15707.79,15710
616672093,933.31,5074620,55387273,11802516,616381794,137319757,927.1,941.9,922.5,921.94,920.53
617975081,NA,,,,,,,,,,
618549216,7002.02,607456618,103629726,145947318,154307185,178146929,7000,7000,7000,7000,7000
619040541,615.98,51758738,103570289,85637379,119606312,78806217,614.95,620.61,610.08,610,622
619267482,-1977,793278177,192389336,183504687,787062566,3681285,-1986.19,-1962,-1959.02,-1940,-1936
620598511,13671.8,946767308,968994389,96873666,189135846,76244904,13672.36,13670,13661.99,13690.49,13691.93
620681049,25376.8333333333,17626982,154786743,11609013,8947926,46680331,25371.06,25370.055,25360.5,25355.875,25400
621526719,3200,60799087,809132264,129534850,143594419,808372718,3200,3200,3200,3200,3200
624341434,32383.705,832813377,617649764,26609367,945403392,52284759,32376.02,32368.6666666667,32413.125,32347.27,32424
624991386,33200,144387615,127326473,837283969,617501502,867166738,33196.73,33204.78,33194.5133333333,33179.4,33160.555
781864652,NA,,,,,,,,,,
782547132,18420.945,879715688,788166023,31804839,12973875,831659920,18424.38,18410.2,18431.75,18407.175,18399
783079189,9935,804403231,104215855,968427232,13373790,113092857,9932,9930.25,9940,9944.5,9945
783511835,21084.91,40928496,73752800,801315151,613983308,1125954,21084.47,21067.415,21066.5,21120.2,21121.01
783518871,12331.6666666667,804422525,2146850,5253844,148054609,197643471,12338.3166666667,12323.13,12342,12320.55,12343.56
783587483,113410.96,6974554,2562580,8057416,197197437,12484366,113294.23,113239,113678.16,113684.5,113697.736666667
784133113,163009.026666667,6092860,808043983,159554281,104178756,78603804,162998.2125,162953.371666667,163093.5,163099.37,163189.183333333
784426681,-29.04,41426065,77176477,175537810,2227478,5991195,-27.15,-32.15,-25.91,-25.45,-32.99
785135190,14591,947999934,808695159,874378433,184575108,114128270,14587.2,14599.53,14599.6333333333,14600,14600
785627738,3555,21306101,618115765,2483832,798673898,200805070,3555,3556.5,3553.24,3553.14,3557
785932547,NA,,,,,,,,,,
786760186,142808.816666667,607131083,3855723,605461912,11162633,825301554,142730.19,142691.725,142937.933333333,142973,142990.06
787011738,12200,969936830,15504808,805477564,968421441,4196085,12196.7916666667,12195,12205.3433333333,12210,12214.31
787540269,NA,,,,,,,,,,
788066934,7630,134664754,962790635,53857652,81867871,80407810,7632,7632.2,7637.5225,7620.75,7618.75
788287972,NA,,,,,,,,,,
789340184,7460,828725585,798321576,831063776,122379519,116279670,7461.92,7457.0833333333,7453.38,7469.99,7450
789665333,NA,,,,,,,,,,
789779410,2374.4,829698112,65807059,25946224,829040216,77970650,2373.3333333333,2372,2371.1425,2380,2380.38
789798357,92865.0666666666,122212624,2332955,55086581,118401871,11757572,92883.12,92888.3125,92816.65,92957,92958.31
789875556,25500,966296159,963448878,73702289,198537359,831516385,25500,25500,25504.2,25509.35,25473.14
790709203,72500,807871553,150740975,96857255,126023035,787293398,72508,72490,72532.5,72447.8075,72420.75
791301943,3012.1,169109837,39772751,617082511,808633627,174708912,3012.56,3007.9,3023.25,3024,3000.1566666667
791529308,158173.666666667,623374381,207070830,619051464,937712248,605119932,158129.666666667,158226,158232.716666667,158099.215,158303.293333333
795982789,0,2176428,69884849,130058340,138552133,186799409,0,0,0,0,0
796101426,93617,68685692,34486910,800028230,958031742,2543239,93619.8333333333,93665,93512.8,93458.9775,93450
796779564,72406.35,55451405,787293398,126023035,44519445,108656877,72395.5,72420.75,72447.8075,72364,72333.3333333333
796832686,130186.874,602457728,928102248,11500592,48990310,829869374,130206.18,130011.78,130000,130000,130418.172
797217965,411000,68528376,831443465,86790164,180519548,78632560,411017.953333333,410884.8,410777,410708.983333333,411416.74
798969957,3370,80792989,828569777,19767879,148087687,2464964,3371.39,3368.21,3366.81,3373.33,3373.95
799111377,NA,,,,,,,,,,
800337276,12384.5,961803876,38485140,84567473,159850155,103403846,12390.025,12377.8666666667,12391.97,12376.87,12375
802315887,NA,,,,,,,,,,
802662739,NA,,,,,,,,,,
802862016,22415.5,53454794,104012638,21045872,602590064,958675667,22410.595,22406.89,22430,22431,22397.775
803408348,NA,,,,,,,,,,
803597538,4750,943934810,618932227,19073968,72416741,146103775,4749,4749,4752,4753.83,4742.15
804309768,28937,138183702,194511994,829150333,2513844,137353160,28935.79,28933.8433333333,28944,28945,28948
805693053,153415,968043336,832882463,626578041,172036951,125911474,153474.933333333,153491.7,153321.238333333,153308.11,153193.553333333
806333493,8977.5,2531325,828626569,111767492,112035642,625262688,8976,8972.75,8985.9875,8986.9,8988.075
807262621,11963.4,27964381,6452312,59974006,808367502,119568793,11964.25,11960,11968.375,11976,11977.5
807613229,2068.5,829029714,784351319,111421736,35243609,964973957,2070.875,2063.48,2062.5,2075,2061
807643411,6172.89,98815280,613068,124552170,958630451,52002891,6175,6175.3,6170,6164,6183.6666666667
807794912,5821.6333333333,42377262,57534773,40458424,825017270,957270739,5820,5825.93,5827.5,5815.5875,5828
808007348,9101.78,607102357,838089597,112889840,795445808,69057938,9100,9097.815,9106.7,9108,9095.39
808419191,3885,800436714,151363660,625679527,77261980,196727312,3886,3880.31,3880,3880,3890
808435239,47988,2186989,943013842,613855873,127608060,77304343,47985.218,48000,48000,48000,48000
808518695,72920.6666666667,73162901,801269825,41093923,186736690,172030350,72900.015,72945.25,72868.135,72976.55,72856.47
808729946,10000,5281707,187529859,808575810,831630822,829106538,10000,10000,10000,10000,10000
809090785,16188,179350616,844259759,153630694,57821704,605117399,16190,16178.16,16198.475,16174.6033333333,16208.1
809313810,3821.25,114281793,151808995,30003169,4683913,802673988,3820,3817.9,3817.23,3817,3825.57
826300142,3747007.23666667,141543061,2354165,98486020,6928857,106632750,3746968.78,3753738.84833333,3738450.185,3733399.115,3719591.2475
826903622,NA,,,,,,,,,,
827230939,8398.08,125316393,175344857,179905856,808374222,186893574,8400,8400,8400,8400,8406.9
827434262,5000,73136975,833258663,965309172,12298886,143845761,5000,5000,5000,5000,5000
827574000,30752.815,966192580,140029229,67389361,1210715,7915226,30765,30733.32,30733.17,30721.942,30708.122
828626569,8972.75,2531325,806333493,111767492,49630882,112035642,8976,8977.5,8985.9875,8959,8986.9
828639869,161883,167129670,618753768,116012378,809068661,134852164,161690,161688.3275,162121.076666667,162177.285,161501.66
828761051,7951.6,832924117,794307454,152713608,808906507,801426839,7950.5,7955.1333333333,7956.6666666667,7945,7959.165
828913603,60652.1,58070459,967000600,603202701,965505022,142317788,60661.03,60636,60626,60617.25,60705.9783333333
829089718,9237.6333333333,626621333,968260450,47198304,962095407,65472094,9238.5,9234.4833333333,9243.24,9229.78,9245.71
829504658,5452.08,31344872,148099450,135550270,879841971,190496109,5452.5,5450,5455,5449,5459.0733333333
829828917,5311229.19,195156500,58109158,98232465,79324638,808494780,5304571.59,5298854.195,5324033.805,5365194,5250783.73666667
830006016,125404.115,12937897,968171277,1870138,789020992,102546749,125557.75,125192,125170.384,125650.28,125675
830014077,1385282.40666667,603104840,61924148,838761880,25285425,157092557,1384213.66666667,1387826,1377276.0775,1375854.58666667,1373405.3
830067299,3806.08,612084517,363079641,788120116,19807853,142889885,3807.91,3809,3801,3801,3800
830086950,NA,,,,,,,,,,
830544727,24100,362676509,829376529,961003720,160402082,92821883,24100,24100,24094.58,24106.614,24108
830593856,71530.82,37207557,140784443,45796034,179943204,80232168,71493.5633333333,71447.7716666667,71430.11,71418.35,71418
830608985,99959,3681343,789654857,77426224,604784095,807298211,99960,99955.2,99951,99938.21,99980
830702846,6537.5,191346506,135528821,50649974,37304144,68760136,6533.9925,6533.7666666667,6541.6975,6543.69,6531
830715400,107950,926453077,72149557,2277721,55115198,56306301,108000,107873,108036.78,107769.67,108130.746666667
830784059,200000,197241094,3105033,75182915,963193784,791360399,200000,199987,200506.095,199488,200557.791666667
831091140,1250,135769078,6918353,607801094,193971517,829463947,1250,1254.28,1259.5,1260,1260.5
831254425,2501,1201503,87315656,144329518,797427036,52477978,2501,2501,2501,2501,2501
831477133,182993.333333333,609114715,10176365,604246566,4224551,76681238,182937.645,183192.5,183400,182544.145,182497.688333333
831808089,24505,149398377,116271099,190273649,867587789,784705597,24503.275,24500,24500,24500,24500
831810093,136935,15018881,69008340,78789801,831886556,4678801,136914.19,137000,136828.17,137142.69,137253
831901637,NA,,,,,,,,,,
832014513,NA,,,,,,,,,,
832200679,15659.06,602636065,1894646,809423614,849626338,808084441,15662.5,15654.95,15652,15666.5,15667
832882463,153491.7,968043336,805693053,626578041,172036951,54714043,153474.933333333,153415,153321.238333333,153308.11,153680
832898055,2726416.52,185057460,119341571,602750358,90102646,154134753,2724919.365,2721259.44333333,2750135.555,2751865.4,2753183.18
832950005,NA,,,,,,,,,,
837374193,2320,24068132,2491033,42447644,5799903,27212112,2319.6,2317.6,2322.805,2326,2309.91
839517112,7257.3366666667,44489599,1360494,188414924,835785098,809105542,7256.4,7260,7260,7249.85,7249.8
840188812,2100,26087143,113131296,95374059,78318844,807799903,2100,2100,2097.5,2112.845,2086.195
844922971,NA,,,,,,,,,,
847207438,22300,187170787,25027512,621033091,75535450,190815519,22300,22302.09,22283.5,22317.5,22281.2
849235353,1440,80624737,138610345,1655984,15907129,795884337,1440,1439,1438.5,1447,1448.5
849346924,NA,,,,,,,,,,
858411338,16000,796774045,142659635,146970587,967794061,159850622,16000,16000,16000,16000,16001.1383333333
858846892,4477.42,103322058,10518756,1798805,85652881,146064535,4477.6666666667,4478,4478.05,4478.16,4475.82
859101651,482.3333333333,97399976,166072843,41809695,144126505,627878432,481.5,478.34,474.54,470,495
859105546,1699.5,969319347,783737104,827157491,39985437,6931349,1700,1700,1704.5,1704.93,1693.585
868171620,15610,70603246,2181535,958102238,2186815,624341608,15608.8933333333,15614.1,15605,15619.28,15600
868478751,NA,,,,,,,,,,
872848338,NA,,,,,,,,,,
878055151,16558.8066666667,67386755,166471557,187727537,84036698,969738116,16560,16560,16571.71,16542.91,16575
878160332,17680,78824514,6222857,68681357,62053871,124347944,17680,17678.92,17666.6666666667,17665.432,17699.68
878576693,99700,171893282,804788268,801850470,831521799,65168049,99703.41,99708.7283333333,99687.7733333333,99686,99728.0733333334
879311801,5183.1,176770329,65737384,118866516,790254312,177822087,5181.25,5179,5177.3,5176.73,5172.98
883503054,NA,,,,,,,,,,
884098872,-283.19,148926301,6942387,806752486,140649885,1425552,-282.5,-276,-274.6,-295.89,-270
926547287,242408.16,968264903,149345634,614929834,64869993,960476315,242271.01,242226.41,242624.8125,242692,242847.02
927557033,12273.3333333333,6502586,183688365,2341121,800609286,828522024,12275,12260,12288.28,12257.2,12257.136
938262565,70210,795131895,96863055,178163093,38480042,1859107,70219.5875,70257.5,70161.25,70300,70108.5
938525755,5563.3333333333,784442183,11286908,92158245,625216556,834572203,5562.5,5565.01,5567,5559.375,5559.3333333333
938971041,NA,,,,,,,,,,
940525710,7035.9,2363505,938299450,175965206,153646245,197794068,7036.21,7038.21,7039.76,7043.04,7028.5
941113060,16622.6666666667,40898629,607021003,183174853,140335758,969289904,16624,16625,16626,16631,16643
941978298,28784,110912359,829567416,58656117,3548489,15186155,28772.5,28800,28800,28804.7166666667,28750.28
943013842,48000,613855873,127608060,77304343,808435239,2186989,48000,48000,48000,47988,47985.218
943076505,18157.1666666667,118867464,610539020,121354893,44170749,92178040,18154.5,18161.3133333333,18150,18150,18145
943934810,4749,618932227,803597538,19073968,72416741,146103775,4749,4750,4752,4753.83,4742.15
944233568,111165,963909101,5093901,9617473,21203494,796667462,111136.666666667,111204.14,111231.058333333,111000,111400
947864463,398174.5,801616632,171059632,19820117,29680563,84764778,398266.273333333,398506.7225,398801.53,399024.47,399666
956944086,10150,932093180,185319394,122322316,136772972,177845190,10150,10150,10146.5366666667,10153.57,10140
958735680,10220.5,95080441,186528188,56259559,608416525,785072872,10220.74,10210.8,10230.5,10208.5,10235.3
961028339,-1.18,178440426,159683940,622952745,175790286,43572825,-0.9,-1.62,-0.6,-0.5,-0.4
961803876,12390.025,84567473,801247099,361932403,800337276,793187035,12391.97,12394.0916666667,12395.08,12384.5,12398.375
961862039,16688.5,71695233,11876356,72725984,7941081,962013053,16690.41,16686.2733333333,16692.46,16677.545,16700
962046764,52336.78,21611384,969736847,26173034,60815649,788852288,52370.335,52250,52431.5675,52443,52469.6666666667
962380692,16248,183314777,25189338,6154611,963595223,95350484,16248,16244.5,16242.3933333333,16240,16257.24
962429861,12500,830219627,625772145,965538064,160130527,80628639,12500,12500,12500,12500,12500
962475237,406091.09,160002937,618032767,193444080,798898230,931524086,405529.115,406670,405136.495,407321.5,407368.56
962531955,NA,,,,,,,,,,
962676032,64938.99,133847512,15184534,43851963,131365884,626851208,64948.53,64963.5566666667,64903.2916666667,64884.1,65000
962698614,79999,10616249,57223794,145945833,10726572,964828318,80000,80000,80000,80000,79998
962945643,292013.96,40967874,832711597,627082670,126653869,28329212,291713.845,292739.74,290826,293274.333333333,293426
963183525,2501,1201503,87315656,144329518,797427036,52477978,2501,2501,2501,2501,2501
963390724,1346819.29,883851040,194775557,956520274,829108211,617615997,1349638,1343049.18,1342712.325,1341384.195,1352324.48
963398149,13957.37,73759706,361452121,64841380,10527179,119041168,13956.6666666667,13958.46,13956,13958.75,13953.88
963633057,11000,103104043,166656462,788467533,831000583,22486091,11000,11000,11000,11000,11000
963747936,9500,7828155,112617477,789288503,167788764,168920218,9500,9500,9500,9500,9500
963847111,430,196148209,20781977,11296159,67459326,56707714,430,431.26,434.5,421.505,439
963916692,16325796.305,131085896,19734826,58311945,808499425,194760385,16363474.855,16365362.7983333,15984298.5133333,15912632.3333333,15888448.9416667
963963678,11450.45,829804132,606556827,622821502,11828258,70284146,11450,11455,11445.6833333333,11444,11442
964550656,140736.42,800433174,77293256,806840729,627808942,153899919,140789.393333333,140650,140867.6025,140881.68,140908.575
964793525,125,44440642,24294563,51272144,112633032,139121979,124.7233333333,124.33,124.145,123,121.65
965036846,428036.185,185115128,946773574,621420991,933598807,74103508,427992.996666667,428255.126666667,427376.82,426872.53,429520.0675
965257637,11800,76950807,19117691,604391417,173564568,95246112,11800,11798,11797.7,11791.3533333333,11787.52
965434355,5000,73136975,833258663,965309172,12298886,143845761,5000,5000,5000,5000,5000
965746568,2848.3333333333,89209100,23715112,134459663,124431136,808382613,2847.25,2847.25,2840,2834.125,2862.88
965784478,184221,148431018,148095086,828812474,933528333,179261420,184235,184188,184275,184527.033333333,183859.67
965999209,2771,603357971,65551236,804915858,121636075,14004597,2769.25,2766.6666666667,2780,2783.75,2788
966580289,1109600.73,71017115,125624432,148405863,185930542,98363716,1109137.69333333,1108592.40333333,1108518.914,1107542.26,1107531.898
967460002,8221.5,31873602,128595506,21621276,825493729,146010108,8225.06,8215.4733333333,8213.2,8233.57,8203.74
967496733,69462.445,198612053,165008199,150711005,6580799,18487319,69438.3,69434.14,69491.3333333333,69429.14,69500
967731550,NA,,,,,,,,,,
967755641,24128.5233333333,135956183,92821883,176307247,160402082,362676509,24108.805,24108,24150,24106.614,24100
967854071,9367.1,938238870,963357285,785961108,96219563,3042827,9360,9374.54,9375,9375,9391.85
968086210,56868.9,78577589,968158456,11459096,797016701,32345683,56851.865,56844,56914.9416666667,56810.355,56800
968130638,22000,796905896,78477294,617060983,118884451,55157903,22000,22010,22015,21983,22020
968158456,56844,78577589,968086210,797016701,32345683,64292980,56851.865,56868.9,56810.355,56800,56795.285
968206545,73016.8433333333,603890455,784809563,10249493,186736690,801269825,73000.19,72999,73042.55,72976.55,72945.25
968290390,175320.11,785805412,781235457,968347575,42256222,13722692,175335.206666667,175423,175168.7,175510.87,175516.25
968303490,148513.285,32659263,8896591,858428118,807692236,966507378,148583,148627.5,148697.995,148265.74,148776.666666667
968345467,100053.2,150777738,171719078,173743972,795360486,809975308,100002,100000,100000,100000,100000
968370796,21358.65,44141757,178288676,117325563,780086849,111166182,21358.23,21365,21372.45,21342.8333333333,21341
968427232,9940,13373790,783079189,113092857,804403231,71463970,9944.5,9935,9945,9932,9949
968476304,10587.5,175900914,15548597,64092356,63136907,5549159,10595,10597.235,10576,10602,10572.46
968497425,NA,,,,,,,,,,
968557459,13384.69,181837808,837689694,78280065,59565163,609566252,13384.37,13364.6,13361,13410,13412
968577028,23300,933994014,154442602,37763513,1235886,161196688,23300,23290,23286.275,23280,23269.43
968595434,25845,101597701,98667129,883235053,157701384,781998745,25833.3333333333,25831,25813,25809.5075,25881.6666666667
968600093,132773.75,151326154,64278278,831502948,12158516,362320793,132829.333333333,132692.416666667,132974.25,133014,133051.053333333
968659321,5000,73136975,833258663,965309172,12298886,143845761,5000,5000,5000,5000,5000
968775226,14550.3333333333,160449286,2878804,84631931,802531475,829747786,14550,14550,14551,14548,14547.495
968796495,239990,52204864,938657004,76130595,624993684,2179661,240027.7475,240214.784,239650.39,240473.24,240695.156
968818497,70002.35,610408999,27690812,2600175,826388600,1361955,70000,70000,70000,69984,70050
968904362,24999,610369519,177886058,177480790,603396784,962512385,24999,24999,25000,25000,25000
968978424,156150,58117565,19187053,782447341,68419444,84798149,156157.333333333,156316.07,156339.9,155952.81,156445.333333333
968997101,NA,,,,,,,,,,
969008726,439237.675,120483771,621631196,115351116,964642529,62043344,439766.246666667,440716.48,436997.121666667,441546.835,441673.868333333
969055842,124983.5,158252143,964595636,13330385,46954335,1870138,124993,125000,125055.5,124906.418333333,125170.384
969236566,31701.5566666667,78545203,504531997,617338850,621904622,603066192,31705,31750,31763.785,31773.22,31779.34
969246110,5500,962619669,106535995,968421177,969042543,78760424,5500,5500,5500,5500,5500
969286454,18013,33415576,956001580,828889175,828995816,800979213,18014,18007.26,18019.94,18000,18000
969289904,16643,3125973,948392600,6249189,140335758,2322568,16644,16644,16652.01,16631,16657.08
969355028,62178.3,783606080,786873273,44545077,197388437,617308929,62180.656,62164.96,62126.5,62240,62245.49
969547004,64304.5,968052519,805290905,809790017,152722773,962827320,64304.21,64300.39,64314.5,64328.48,64258
969634091,845,809167328,831434969,1486778,75525899,170940907,850,850,840,832.125,860.1966666667
969790463,41864.6533333333,879833903,962535704,789889391,780808924,81953544,41865.2925,41868.4,41844,41840,41808.254
1360494,7260,188414924,839517112,44489599,2139830,21072244,7260,7257.3366666667,7256.4,7264.9475,7266
1364561,60300,144813057,98696602,139747026,21974928,67862672,60309.91,60282.07,60270.5366666667,60257.95,60344.88
1380695,50050,796884187,603814054,184860096,786130583,18026752,50053.3333333333,50067.768,50022.402,50081.8,50000
1399054,12114,43535892,805898256,16403353,2326585,139624829,12114,12113.31,12109.4133333333,12120.51,12107.2325
1914381,24540,626122519,78428993,130139199,609595215,6253124,24539.36,24543,24550.88,24557.76,24559
2136265,NA,,,,,,,,,,
2186815,15619.28,2181535,809810901,53947789,868171620,70603246,15614.1,15624.8333333333,15628.19,15610,15608.8933333333
2329837,12995,21823258,175050814,10813925,135244304,6271696,12993.5,12998.1325,12998.96,12999.59,13000
2386118,-0.01,957760077,2176428,14005016,69884849,130058340,-0.01,0,-0.02,0,0
2502953,200,1314074,557444275,79392044,361116643,968145073,200,200,200,200,202.7
2543239,93450,958031742,1906130,800028230,809239481,946836590,93458.9775,93430,93512.8,93386.78,93284.22
2878804,14550,160449286,968775226,84631931,802531475,829747786,14550,14550.3333333333,14551,14548,14547.495
3271991,7024.6,962768912,841705940,71172829,12418161,12290503,7025,7023.99,7026.25,7027.53,7020.94
3278996,9996.49,129746157,118859032,2034635,14492847,96871843,9996.5,9996.61,9995.75,9997.5,9998.3333333333
3791217,1909.74,77544922,809981454,101301653,614876886,1670488,1910,1909,1912.1,1904,1925
3916327,9283,84691781,116369203,607126661,15279024,112040022,9281,9286,9278.3333333333,9288.09,9289.605
4201522,2193.485,53698689,112753194,800189818,837549708,958108599,2188.5,2187.595,2200,2200,2200
4224551,182544.145,76681238,153884007,826030681,609114715,831477133,182497.688333333,182410.666666667,182290.56,182937.645,182993.333333333
4366082,49025,129501685,824689132,967488581,607584182,809067846,49022.59,49044,49045.915,49002.35,49000
5003331,41395.655,790494855,46979027,120440235,12430880,170444681,41411.0666666667,41416.48,41419,41420.3633333333,41355.015
5687574,7200,55291132,94960341,622146454,614817216,78504475,7200,7200,7200,7196,7193.74
7111192,26365.73,806772802,48821946,39513663,11364531,610701844,26371.245,26379.08,26344.75,26335,26333
7572472,6800,71600779,181228891,55069905,48804082,43856723,6800,6800,6799.38,6798,6795.96
8589236,1709.435,602834483,139691711,3099959,39985437,827157491,1709.41,1712,1713.77,1704.93,1704.5
9532816,NA,,,,,,,,,,
9727867,7700,5593470,169619082,866973944,87104071,363082111,7700,7700,7700,7699.45,7701.005
10466956,165541.25,2501625,78448386,937711562,9431466,123588126,165543.5,165519,165637.663333333,165400,165689.375
10613975,106439.175,361594120,64818269,11667748,938836541,832341536,106405.74,106480.45,106489.13,106367.634,106522.368
10616249,80000,57223794,145945833,10726572,807639844,962698614,80000,80000,80000,80000,79999
10813925,12998.96,135244304,175050814,6271696,130751324,613481464,12999.59,12998.1325,13000,13000,13000
11036683,24900,11054145,828392436,69046779,7123953,8196032,24899.2733333333,24897,24891.6666666667,24921,24874
11083102,3500.88,37202538,825508369,196453534,802254883,131197915,3500,3500,3500,3500,3500
11158912,25000,177480790,603396784,962512385,795888171,52231169,25000,25000,25000,25000,25000
11296159,434.5,20781977,196148209,963847111,56707714,183362482,431.26,430,430,439,442.15
11296536,39200,195929658,829383954,41694431,962396243,33723990,39200,39190.32,39214,39216.2,39157.5
11615648,2171.65,6301154,54121322,149791220,112753194,53698689,2170,2162.75,2160,2187.595,2188.5
11669439,39446.5,1315019,101194673,13905278,52242385,877177803,39481,39482.92,39406.92,39402,39500
11776796,2000,79324463,362457897,15654101,942544714,78840771,2000,2000,2000,2000,2000
11856846,1360785.06,134345326,830566779,177039286,19907935,58126640,1361867.02,1362206.1725,1362279.28,1359268.114,1357208.71666667
12060283,109968,197539310,608370839,876331075,947569307,76134076,110000,109910.486666667,109848,109819.242,109781.9575
12599079,96046.5,962105599,606601136,74809377,137321712,132010856,96000,96096.94,95972.95,95955,95911.9033333333
13795229,22501.575,604834234,5340273,962945189,808556273,784715687,22500,22510,22514.53,22487.5,22518.89
14067371,39760.875,9069717,172204948,154666218,186579173,829839500,39753.5,39750.86,39750.5966666667,39749.94,39775.7
14682958,250,78811605,624295924,52782497,88209064,24299203,248,247.5,253,257.945,240
14804172,6528.75,68760136,189252067,135528821,191346506,830702846,6531,6525,6533.7666666667,6533.9925,6537.5
15016524,NA,,,,,,,,,,
15194546,30000,183745749,41215252,179675538,124745618,147606057,30000,30000,30000,30000,30000
15416271,4248.86,2188639,118434059,91391441,806960170,162415215,4248.7,4250,4250,4250,4250.81
15846848,65017.69,626851208,942942756,76164771,73243529,15184534,65000,65058.45,65060.74,65061.5,64963.5566666667
15899593,35887.5,605868640,796227247,613571983,86251469,23755507,35891.025,35863.645,35863,35859.55,35859.29
16894249,224284,1663012,153882816,843186818,78675538,605055235,224560.29,224790.875,224900,224916,224959.333333333
17146551,5232.62,792430316,185546272,61121609,66644188,123401064,5230,5229.62,5227.62,5225,5224.5
17281228,5350,99289886,612065909,879414001,118216506,84255165,5350,5350,5353.8975,5346,5354.52
18839394,23166.98,5036025,126959774,195609024,188849066,130472475,23151.22,23145.05,23141.9966666667,23138.1,23196.176
18903617,NA,,,,,,,,,,
19767879,3366.81,828569777,2182269,798969957,80792989,151608916,3368.21,3365,3370,3371.39,3362.04
20742899,26095.5,163983729,78319614,114424690,42568774,133059712,26100,26085.96,26110.395,26118,26070
20781290,52200,75266346,969736847,132747259,2606994,157565946,52177.9166666667,52250,52075,52066.83,52066
20781977,431.26,196148209,963847111,11296159,56707714,67459326,430,430,434.5,439,421.505
20811546,4234.245,13413059,799213236,800767639,827152807,153866769,4231.56,4237,4240,4227.8,4226.96
21201866,NA,,,,,,,,,,
21205803,3100,28098008,826949224,30205363,199837097,627152056,3100,3100,3100,3100,3100.74
21665255,NA,,,,,,,,,,
22588191,1946,11678695,968259551,12681135,968091327,557233066,1948.36,1950,1950,1951,1933
23223791,592854.125,117160304,808499748,6265946,11830023,932646169,592914.008333333,592384.5,593657,593929.865,589997.6
23900942,2705,787840271,132712287,52806668,933977936,617380233,2704,2700,2694,2717,2717.995
25068486,44565,806335654,796977122,11507821,624930496,75183293,44587.38,44601.045,44606,44521,44517.5
25314208,21561.35,78313847,609399225,139289300,44713501,11782286,21560,21553.81,21575.325,21583,21585.6
25941369,8700,135748601,145498007,81722436,10891187,807312459,8700,8700,8700,8697.69,8697.2033333333
25992104,14047.07,59165282,869556691,104087320,98344757,121263599,14051.34,14036.13,14032.5,14029,14025.92
27470213,32263,130455830,968083621,11633203,30060065,193980224,32261.9,32257.46,32254.12,32250.5,32250.28
27573042,NA,,,,,,,,,,
28098008,3100,21205803,826949224,30205363,199837097,627152056,3100,3100,3100,3100,3100.74
28442411,19957,968720966,5115852,794999479,11547882,77743565,19961.19,19950,19947,19942.245,19936
30489900,18313,831858647,12366666,830797713,791145134,69042513,18312,18298,18333,18333.3333333333,18283.5
30643350,30903.04,134614411,127309511,961353422,845642003,36877552,30899.14,30915,30945.36,30957.1625,30962
31572105,NA,,,,,,,,,,
