company_dunsum,avg_fed_contract,top1_dunsnumber,top2_dunsnumber,top3_dunsnumber,top4_dunsnumber,top5_dunsnumber,top1_avg_fed_contract,top2_avg_fed_contract,top3_avg_fed_contract,top4_avg_fed_contract,top5_avg_fed_contract
52520194,17181.6866666667,121306984,809255495,15334725,160946190,31034911,17181.5625,17170,17194.02,17194.725,17196.95
52554441,211641816.481667,147679943,6987648,20278375,139847276,845451228,217026060.656667,205877944.6375,191275010.826667,234004284.168333,244647839.334
52628849,885585.238333333,56711344,61843553,833063154,147180418,798318598,887777.986666667,883080.458,889172.126,890602.545,880134.663333333
52698318,1855619.08166667,67641597,11830635,128974271,57409740,25123063,1856121.82166667,1854836.23,1859467.34333333,1851578.14666667,1850433.67333333
52711686,6096209.67833333,11658242,144994779,44549954,16685583,556147072,6038928.38333333,6163195.25,6022642.32166667,6004010.025,5991881.905
52743002,73384.06,53234100,6811207,13681908,62040449,132223046,73376.7666666667,73400,73420.84,73334.6,73440
52781812,11853.34,78749263,51674583,830533548,30266092,68073360,11850,11849.5,11860,11860.33,11864.6275
52806668,2694,86854069,132712287,605287481,622744472,787840271,2691.8,2700,2685.95,2685.69,2704
52956729,3880875,8198421,178176509,79478913,145051095,625323167,3881958.802,3868124.92,3861119.305,3903239.19666667,3907285.904
53046579,2467659.555,44421811,6019780,183032051,877936518,969981711,2473011.14666667,2476041.5,2457285.47,2456243.49,2455918.212
53050001,410213.306666667,956433742,180519548,86790164,11109386,831443465,409866.925,410708.983333333,410777,409622,410884.8
53050980,11985135.39,192193647,64677243,926177981,869237024,966964210,11945340.3933333,11932588.535,11926033.035,11902871.522,11877290.955
53057972,522111.8,141242599,154694298,93205045,884932443,3855251,522852.783333333,521273.6,521019.975,523418.658333333,520200
53099016,751134.583333334,139691877,1385947,113129431,69823859,187219196,750076.666666667,752434.985,752603.16,749296.5,754557.033333333
53234100,73376.7666666667,52743002,6811207,62040449,13681908,21678433,73384.06,73400,73334.6,73420.84,73313.56
53291415,14196.572,197635324,32672651,556371271,831263640,199623596,14207.45,14208.175,14208.24,14181.16,14178.8
53296778,19681.74,88665393,147587240,601024185,2011385,19992424,19684.4,19685,19686.4266666667,19677,19686.66
53303079,145136.971666667,21717889,102254237,63145254,188768915,159992981,145148.148333333,145125,145026.03,145286.88,144953.35
53306270,61392.7316666667,192527062,33054784,137167206,943623447,825228914,61425,61350,61453.51,61489.3966666667,61513.88
53339511,92491.89,48585285,39655824,45628542,615371213,627796449,92511.9583333333,92545.06,92419.365,92408,92405.62
53382305,8285.08,133690367,81871824,93080526,129278474,21373162,8288.6,8289.9,8290,8280,8278
53435368,28708,135910698,609075762,624915414,3808727,16448412,28716.43,28679,28737.7666666667,28739.9,28746.6
53454794,22410.595,104012638,802862016,958675667,964158760,21045872,22406.89,22415.5,22397.775,22392.5125,22430
53504890,13516.01,825327083,22474043,611479031,96865837,40765257,13509.865,13508.5,13507.422,13528.62,13502.7
53515230,259981.29,843957650,134248751,2153914,826924839,53589243,259973.273333333,259889.8,259849.673333333,259640.84,260364
53516568,-54002.56,74660580,44419237,40073699,101913833,803089895,-54365.82,-53276.91,-52000,-56324.36,-50109.7766666667
53518361,562256.538333333,929515468,803749329,67380386,176325579,926367939,562191.416,561920.075,562932.883333333,562998.445,563755
53542726,30320,78688285,76339428,807096099,119479033,133509385,30324.5833333333,30304.41,30342.2833333333,30293.21,30287.5
53547238,3595957.185,838018802,3174273,36796498,152225517,161863316,3595046.50666667,3601667.46,3587284.15,3610504.775,3619782.255
53589243,260364,53515230,843957650,134248751,2153914,826924839,259981.29,259973.273333333,259889.8,259849.673333333,259640.84
53600573,299430.061666667,207040551,78313981,555656755,1885953,789785425,299138.63,299072.006666667,298999,298926,300000
53601050,1908645.97333333,124371951,39026588,171507960,968456103,160945242,1906357.43,1916281.62,1920199.48666667,1922032.26166667,1888687.22333333
53711417,587897.49,780414652,98692374,798640108,879585248,602938771,587392.053333333,588469.228333333,588488.055,588670.521666667,586876.098
53857652,7637.5225,962790635,134664754,788066934,783762912,79099274,7632.2,7632,7630,7648.6666666667,7650
54050356,4500,88798913,166848064,831530790,11273364,831450627,4500,4500,4500,4500,4500
54051271,19500,966342057,24212375,150006497,174867937,45655206,19500,19502.15,19503.75,19505.08,19491.6933333333
54056775,14763.1833333333,94959459,17237827,26856406,118058432,605925200,14756.32,14754,14754,14775.6,14790
54057880,3275.39,99252603,829273692,58810771,85715977,1958198,3272.92,3270,3281.065,3267.2,3284.6533333333
54122007,8596,121540723,828913611,20773255,44086809,826919768,8595.75,8597.44,8594.5,8600,8590.27
54123054,2749.315,131664075,11378949,125845602,133878582,19457993,2749.95,2750,2750,2750,2742.2
54177662,15356.25,94245099,96842430,791267268,606719685,182737262,15361.75,15340.4,15374.11,15328,15388.26
54229567,17278.7175,195251595,101120202,182951319,825049364,187633615,17271.05,17291.3433333333,17295.375,17259.98,17300.694
54531850,190478.396666667,96881321,73366119,124263109,152714051,123853330,190517.053333333,190580.566666667,190340.433333333,190665.053333333,190173.915
54537840,940252.216666667,38086125,801152042,829174791,159693969,40773264,939455.983333333,938265.168333333,942762.72,936374.7,936097.5325
54554290,100329.553333333,932654544,808676634,185570731,968193425,54262555,100317.46,100410.236666667,100232.481666667,100450.3,100509
54714043,153680,149970563,832882463,968043336,805693053,944140995,153765.9975,153491.7,153474.933333333,153415,153992.176666667
54714704,31398.3333333333,19759377,802839394,177655466,78499784,957874225,31395,31394.5716666667,31384.69,31380.025,31380
54741277,24851.7833333333,785145178,16023491,23380009,794455944,8196032,24850,24861.22,24869.25,24833.3333333333,24874
54741640,6902.46,879402170,53452827,872980719,78327056,41829037,6900,6900,6906.94,6896.195,6893.385
54874425,50236.405,46037470,801957023,25487950,46953154,140757399,50250,50218.51,50212.5,50211.17,50209.2166666667
54881800,136463.855,143941297,80603798,883388787,78789801,15018881,136381.56,136560.47,136604.833333333,136828.17,136914.19
54885111,11828841.0566667,966964210,869237024,926177981,64677243,192193647,11877290.955,11902871.522,11926033.035,11932588.535,11945340.3933333
54893771,138413.406666667,785135562,86133808,154290316,965309669,787733633,138359.205,138358.49,138490.9675,138656.78,138035
54901376,55273.7433333333,825063311,88668652,961556672,45107349,187644138,55278.63,55283,55291.07,55239.545,55318
54905898,40526.326,130458479,7936842,45327991,148253318,829299775,40479.9625,40464.75,40463.5,40593.9,40632.8
55086581,92816.65,789798357,122212624,2332955,118401871,11757572,92865.0666666666,92883.12,92888.3125,92957,92958.31
55088371,110913.093333333,192823024,21203494,5116413,926011032,185743655,110899.156666667,111000,110821,110731.86,110728.05
55096275,1000,142971048,962155433,78467026,78472093,968359351,1000,1000,1000,1000,1000
55220479,32682.5,147418859,152898508,48341655,555610815,2457901,32675,32673,32665.5,32706.25,32658.25
55295026,64253.658,962827320,601493484,41455850,187637731,805290905,64258,64225.11,64223.75,64214.626,64300.39
55301951,1943742.32,2140908,153789961,7914468,15247885,47970459,1946473.93333333,1940833.385,1947666.16,1932477.7,1960467.51166667
55396717,63710.7,933897407,808461896,831380196,173775602,11309176,63696.6,63689.675,63808.43,63600,63592
55564389,4780306,157224205,39632083,784366544,145454133,54781240,4776900.20166667,4785024.845,4767861.16333333,4812327.66666667,4731782.916
55833933,127737,194334889,161192836,194310876,826383130,105166487,127750,127840.333333333,127633.413333333,127612.8,127384.642
55892582,959394.83,63066810,363342663,966696445,612074369,92398189,958500.435,956632.96,956201.175,965077,966585.3475
55911580,-22394.33,868495052,884932633,929279029,74233821,360775209,-22576.6666666667,-22600.53,-22666.48,-23157.5,-21586
55929103,43173.005,78350273,11582814,12334962,138066290,42658576,43173.8,43185.5266666667,43149.54,43200,43201.26
55930606,5017.92,6370472,78749701,54609664,621213763,62738521,5016.65,5016,5020,5020,5020.8
55932453,115347.52,40319969,44332844,39224985,957898471,9120817,115314.3,115417.575,115437.9,115453.146666667,115500.22
55951417,128762.6925,40804452,23967607,37225935,72400443,867702953,128825.581666667,128653.82,128953,129000,128521.6
56164098,76986.536,195553482,139203145,133430509,11376597,603493677,76999.78,77107.2,77129.1666666667,76827.16,77190.3716666667
56259559,10230.5,785072872,2629285,3123072,95080441,958735680,10235.3,10236,10239.075,10220.74,10220.5
56289671,8616.714,793134081,802746821,81277159,828912266,106514805,8617,8616,8613.8025,8612.5,8608.4566666667
56289721,160762.89,2355022,62302112,929804102,70860908,2170876,160804.426666667,160685.548,160675.25,160893.556666667,160625.753333333
56294614,1973707.25333333,78880610,874569015,884604794,801436148,933935124,1975337.115,1976335.925,1968726.72666667,1985176.76833333,1985346.87666667
56296049,785.01,103662800,165272696,195152939,804355790,39774062,787,788.35,788.862,780,776.8666666667
56306301,108130.746666667,154052245,50273820,2277721,926453077,830715400,108183.12,108198.424,108036.78,108000,107950
56306780,5164,151727018,155524916,192557291,60422698,16898496,5162.175,5166.6666666667,5169,5158.48,5169.87
56339807,10313,155503753,78310357,144406014,65904591,56461858,10310,10310,10306.0966666667,10325,10300.4625
56348469,3680,829713499,1523745,118727283,803050384,859147076,3677,3676,3675.24,3685,3675
56349087,811194.668333333,47503537,157733171,615325946,963741020,189279748,812271.29,807963.516666667,807367.076666667,805218.101666667,805134.921666667
56354640,14020999.285,966233231,1211952,159734151,962048646,194239018,13953926.0183333,13833110.52,13820295.91,13803016.6666667,13716655.664
56410640,20105918.405,7942824,88222757,68715424,610557899,782053516,20092033,20135663.79,20192696.792,20221578.975,20335335.7316667
56461858,10300.4625,63059364,64495605,138735472,144406014,829404479,10300,10300,10297.65,10306.0966666667,10293
56546252,99996.58,788290471,602257672,112767921,171719078,173743972,99997.5,99999,99999.98,100000,100000
56659725,13726.31,77719680,3899994,8500159,834953200,4469797,13722.9533333333,13716.6,13736.75,13737.345,13710.9
56668759,355326.948333333,19150957,623618972,6917504,7119555,56607708,354932.182,356174.133333333,354312.81,354229.403333333,354026.192
56685274,32059.9225,1893952,11660685,797785011,34930156,802003074,32063.6,32026.1666666667,32022.03,32100.6633333333,32016
56685530,44449.5916666667,1503010,968423645,78669455,120929117,112620786,44455.95,44459.68,44459.68,44462.94,44431.9
56705247,55639.2,149345204,152333220,139688998,73271827,796560394,55633.3333333333,55665.58,55680,55685.6133333333,55687.5933333333
56711344,887777.986666667,833063154,52628849,147180418,12484515,141414297,889172.126,885585.238333333,890602.545,891794.666666667,891939.68
56713258,5810,3259405,603668026,825017270,91745729,11266673,5805,5815.15,5815.5875,5803.55,5800
56714900,6659,73752156,116277955,143048986,838090553,361499700,6660,6660.96,6656.6133333333,6655,6663.6683333333
57129447,9259.9,79877833,159951060,780421038,68691195,135186935,9264,9266.6666666667,9267.5,9268.452,9250
57134652,115745.925,147339600,791576465,800498354,1539386,617793034,115765,115798.623333333,115865,115877.761666667,115938.43
57147571,47322.5216666667,618504328,55800692,84290233,39263546,143943475,47327.8766666667,47309.2,47300,47387.21,47407.44
57158479,698925,80816882,62322854,829721138,127952583,58295788,698516,698503.826666667,698150.205,698060.196666667,700000
57412959,115997.701666667,617793034,1539386,800498354,791576465,171596989,115938.43,115877.761666667,115865,115798.623333333,116205.678333333
57576803,256891.863333333,65722084,128284101,139910611,962648338,126656896,256814.665,257062.023333333,256569.055,256500,256322.424
57912826,4473168.3875,33095568,956657654,171886526,1014182,868042243,4455942.40333333,4499963,4443333.33333333,4514618.5,4430234.455
58108994,2570662.05833333,623666653,807824367,3179462,831016980,15334899,2593496.365,2594684.61833333,2543603.45,2540907.82,2540871.735
58109158,5298854.195,195156500,829828917,98232465,808494780,928825876,5304571.59,5311229.19,5324033.805,5250783.73666667,5250508.05833333
58112095,6397.115,37956694,831437764,16838414,28146798,800992203,6399.6,6400,6400,6394.2,6401
58112947,-345240.72,84221261,791684780,139627525,59175336,8248593,-352093.425,-360589.08,-370153.53,-297147.25,-286633.46
58117565,156157.333333333,968978424,19187053,782447341,68419444,84798149,156150,156316.07,156339.9,155952.81,156445.333333333
58120726,6243.475,186712824,34152231,17246562,190639971,61974549,6244.4,6244.5,6244.9,6245,6245.435
58122599,38351.06,40976131,11376548,30313407,128901498,4127879,38358.3333333333,38371,38326.8,38378.72,38400
58126640,1357208.71666667,69882108,19907935,11856846,134345326,617615997,1356629.5,1359268.114,1360785.06,1361867.02,1352324.48
58149118,149826.332,99403511,837404151,78351498,807299334,37358491,149850,149743.64,149910,149927.6725,149990.66
58167842,2633.75,966665346,113820315,118870216,69005304,7813140,2632.2,2639,2640,2625.5,2625
58184040,NA,,,,,,,,,,
58230637,9066321.29333333,133287206,361114437,193346116,7914872,801619425,9083593.13,9012869,8990977.96666667,9192037.02,9193087.60333333
58300539,-8855.32,27804884,77037208,786520767,131408023,784369092,-8952,-8968,-9139.3,-9305.84,-8344.78
58300997,137674.75,18112834,197139140,792283983,154810436,92869171,137607.79,137742.416666667,137812.305,137527.5,137499.014
58311945,15984298.5133333,808499425,194760385,787336085,963916692,78295199,15912632.3333333,15888448.9416667,15803119.13,16325796.305,15609299.144
58468229,NA,,,,,,,,,,
58690041,59596.8916666667,968852749,46866463,360713346,11616679,939231395,59600,59615.2233333333,59559.78,59558.205,59645.6075
58693433,735088.078333333,113225986,153982681,969675123,938265865,146645168,733588,732557.35,731680,739796.98,730000
58782843,376393.148333333,11073236,87621868,129232935,786065052,44977437,376112.5,377141.333333333,377167.335,375581.67,375336.2
58985383,24392789.4833333,792244097,962036765,98038607,626124804,91645606,24381286.73,24227075.692,23933316,23542991.6666667,25248989.945
58996638,7555.47,965251064,118117113,140878005,79476973,832309616,7555.3333333333,7557.3133333333,7551.055,7560,7560
59003830,89417.7916666667,6980080,147529924,618467547,2853661,62052253,89374.7525,89500.468,89332.15,89330.8566666667,89327.21
59012682,50398.1466666667,1717040,938257586,188444285,188180587,48667786,50410,50358.78,50355.618,50450,50330.5
59014258,NA,,,,,,,,,,
59470927,2098654.66666667,72925642,181079872,98529738,50353812,609232418,2094475.215,2091015.6425,2108896.7,2110436.37666667,2086114.9
59823955,38919.1433333333,150799646,77083822,64269913,19614577,189750024,38916.9,38924.126,38928.2333333333,38945.5,38884.764
60016300,1591203.33333333,791140838,809996788,789517976,883510729,826321408,1592804.245,1588826.45,1587441.55,1585336.596,1584963
60335015,22696.875,75169904,805666208,827455192,23424485,23598378,22700,22700,22688.4466666667,22686,22711.25
60369456,NA,,,,,,,,,,
60722154,146952.143333333,122684087,101703700,945837219,806654286,135174832,146853,147090.19,147204,147238,146628.93
60728268,181346.095,173056933,145454182,125337134,51686405,179710822,181290,181259.3575,181578.9425,181633.06,180822
60729753,1714156.01833333,1230762,65694200,801877879,87424511,107584740,1718957.17166667,1719810.44666667,1708196.298,1706342.985,1704653.61
60734530,23116.6666666667,11377207,602409117,103392416,22401541,157406216,23118.645,23113.32,23125,23128.89,23100
60792215,1330895.21,175515774,839665098,141090170,829108211,956520274,1332606.99,1340926.945,1320700.35666667,1341384.195,1342712.325
60799087,3200,809132264,621526719,129534850,143594419,808372718,3200,3200,3200,3200,3200
60805116,12312,24712122,617589700,199637695,148054609,2146850,12311.4,12311.06,12304,12320.55,12323.13
60809647,NA,,,,,,,,,,
60815016,374219.104,144308004,965390920,809037422,94738007,185169620,374080.415,374051,374549.203333333,373763.066666667,374695
60975708,3560,2516540,181149407,200805070,618115765,21306101,3559.91,3561.62,3557,3556.5,3555
61049367,22919.098,36548972,23956266,18552633,75143230,116208984,22921.7375,22916.032,22926.17,22889.3533333333,22877.26
61051132,1105707.73833333,830999400,98363716,185930542,148405863,125624432,1107324,1107531.898,1107542.26,1108518.914,1108592.40333333
61051983,12617.4933333333,787980759,39018122,197533573,18177766,831757047,12618,12615,12611.75,12610,12604.835
61056818,40000,64405681,182774307,122273949,606261683,60529450,40000,40000,40000,40000,40000
61062972,24571,826102084,877633073,6253124,609595215,130139199,24567.5,24563.8125,24559,24557.76,24550.88
61065868,112410.2925,63162812,11268554,147900872,132213638,793366121,112461.13,112464.01,112467.52,112324.246666667,112300.4475
61069407,11657.96,621006936,118135123,627977564,90897695,844960174,11658,11661.06,11661.185,11649.52,11644.075
61076857,26982.5425,68704576,782029342,80490584,10727660,68709575,26982.8066666667,26975,27000,27000,26956.225
61079273,35404952.495,621640379,618019632,112617899,129325317,83664193,35696420.1483333,34986254.0066667,34947295.2916667,34253824.9466667,34101143.0983333
61082819,19928.25,77743565,11547882,794999479,5115852,943341222,19936,19942.245,19947,19950,19900.565
61170858,-3937.5,807636733,605556435,804091726,48170802,52082146,-3918.24,-3906.63,-3970,-3995,-3862
61217316,NA,,,,,,,,,,
61323663,3337719.976,112373324,2013522,829246409,7901598,83171244,3339181.622,3340949.845,3359084.124,3310900.55166667,3365696.355
61337663,1401149.58666667,122745628,87757766,792747367,61924148,830014077,1398491.61,1412845.464,1413670.0425,1387826,1385282.40666667
61342838,68231.5,2143923,120439869,615378007,841159242,126452502,68206.2875,68278.32,68320.11,68325,68350
61346953,343851.828333333,2157097,2148120,20282419,184074946,77105153,343976.82,344466.333333333,343072,344943.338,342476.328333333
61423377,3081156.33166667,55473797,179092028,45237919,38589545,784084394,3072620.7,3061263.90333333,3102144.68666667,3104930.665,3048134.89333333
61468828,7138282.52666667,831641563,127762412,786636324,805125630,134662993,7190928.5825,7068344.49333333,7222800.8025,7225074.65,7227861.3
61548707,8950,16180445,30210465,59937979,808260884,58121013,8950,8950,8950,8949.7616666667,8949.15
61578498,3202.5833333333,361265429,60799087,809132264,621526719,129534850,3203,3200,3200,3200,3200
61581922,71742.3333333333,97512636,868258869,83152975,617319504,608931408,71793.085,71800.35,71864.7766666667,71874,71934.47
61591293,19883.64,33640731,610867108,808494939,23561214,144260234,19884.18,19879.94,19887.5,19889.4,19877.3333333333
61600672,18913,67389494,128123424,82916052,827970778,806963794,18900,18900,18900,18930,18933.3333333333
61784393,-357.79,6024780,139625417,90046801,938974326,89039788,-349.87,-375,-337.035,-380,-334.37
61797999,8367.59,172774890,2495406,92390025,108226259,56101071,8368,8365.9166666667,8370,8370,8365.02
61814323,3233614.55166667,73871048,61853768,59711929,64465503,188246656,3238120.0525,3240631.05166667,3225253.00333333,3208468.46,3205729.7
61843553,883080.458,52628849,798318598,612389572,56711344,859100778,885585.238333333,880134.663333333,879000,887777.986666667,878082.58
61844015,172874.92,129423765,153205307,118491302,829950414,96500483,172853.353333333,172824.323333333,173003.518333333,172600.5,173190.32
61853768,3240631.05166667,73871048,61814323,59711929,72633951,64465503,3238120.0525,3233614.55166667,3225253.00333333,3264040.48,3208468.46
61864104,569,620597661,185681012,98792237,126166425,16752093,570,566.2083333333,565.375,573,563.37
62026208,65790.7916666667,603581349,796689404,96113340,5094842,147811330,65793.6,65812,65855,65697.0166666667,65928.97
62039003,35628.07,945772598,25248451,785944489,138393553,612157271,35609.865,35663.55,35667,35574.7075,35715
62041603,4621.8,79316477,124176426,807694562,8395006,53331443,4623.4,4620,4625,4625,4617.63
62043344,441673.868333333,150556660,141585153,964642529,139794973,607801409,441693.2,441757.733333333,441546.835,442235.0625,442315.2
62046974,1775264.80333333,170161595,194737490,66695058,178806928,179041439,1775070.14666667,1771155.42166667,1770775.22,1770091.2575,1781216.10666667
62053087,74004.7416666667,806757316,620591177,878050525,1406859,24756814,74020.7625,74100.3333333333,73903.23,73830,74197.5
62053293,2500,825692411,829533194,968369285,831188144,116282369,2500,2500,2500,2500,2500
62097378,13650,28249022,126720759,125111448,96873666,70602925,13650,13650,13644.1233333333,13661.99,13637.95
62302112,160685.548,929804102,2170876,56289721,614369783,2355022,160675.25,160625.753333333,160762.89,160570.153333333,160804.426666667
62322854,698503.826666667,80816882,829721138,57158479,127952583,58295788,698516,698150.205,698925,698060.196666667,700000
62333984,NA,,,,,,,,,,
62506183,1308,64350234,49099625,963859251,2155232,800436268,1305.9466666667,1312.5,1313.56,1302,1300
62507462,258504.345,89500636,619354058,830490392,33277208,826924839,258388.183333333,259318.34,257623.8225,259503.06,259640.84
62957290,155787.2,965824071,87098281,879811024,126924112,68419444,155758.56,155716.93,155703.423333333,155700.3,155952.81
63098516,5265,60704780,58072224,626081962,622827525,603469511,5264,5263.91,5261.94,5259.96,5258.0666666667
63111194,25612.0716666667,1307602,49874639,623342854,49467707,784073657,25615,25622.375,25631,25583.3333333333,25649.0633333333
63138622,3111.29,148173784,65769564,968387428,170630904,83346965,3110.22,3109.81,3115,3115.3333333333,3106.8966666667
63142533,16060.796,826891405,98257033,784213568,19909618,958919367,16055.41,16051.8,16044.45,16085,16087.5
63153829,56391.212,963695163,802825976,37141769,623876591,615381907,56412.3333333333,56364,56357.325,56435.5533333333,56338.9
63160584,194723.55,829883441,160357849,146118901,790896695,20645206,194748.3,194626.77,195000,195067.373333333,194292
63161491,3142.5,784588274,960163327,79488411,79488498,123136637,3141.78,3145,3138,3138,3137.72
63162812,112461.13,11268554,147900872,61065868,783747251,2012722,112464.01,112467.52,112410.2925,112540,112542.541666667
63166094,155052.585,1410539,70110937,606232080,136483802,969765333,155000,154871.385,154723.285,155475.62,154603.18
63175004,360224.91,11772704,11915182,806338278,963512202,801562554,360326.83,360800,359517.273333333,360997.5,361323.168
63175509,103289.363333333,6972764,157674938,34103718,12149084,835563974,103283.296666667,103318.5,103325.366666667,103333.333333333,103185.52
63212377,707344.871666667,157427238,2162162,171334175,148547610,47700711,706783.49,706066.173333333,705533.93,705091.015,709724.12
64269913,38928.2333333333,77083822,59823955,150799646,19614577,189750024,38924.126,38919.1433333333,38916.9,38945.5,38884.764
64271570,8216217.395,809899784,153245857,144394640,601627875,69894707,8243155.74,8248199.33333333,8181366.56,8160023.25,8291673.62666667
64278278,132692.416666667,968600093,151326154,826190985,2047041,831502948,132773.75,132829.333333333,132486.014,132480,132974.25
64287972,14080,11160694,791468734,13893503,70151064,49591852,14080,14081,14084,14075.94,14095
64288962,172024.443333333,14436476,784437696,933468894,926299686,829950414,172033.47,171960.296,172156.413333333,172383.02,172600.5
64292980,56795.285,32345683,56647084,797016701,784154895,1317718,56800,56784,56810.355,56770.58,56761.13
64293277,20347.032,11539251,116002213,79312831,123615630,64992902,20346.445,20347.86,20353.4266666667,20337.5,20332.502
64295017,81516,793373130,606695443,37171832,361475895,17018859,81556.05,81457.376,81593.344,81389.34,81726.8433333333
64295934,1893.1,801846395,806744868,614876886,131113656,809981454,1894.4,1889.145,1904,1878,1909
64296205,1150245.55,147425086,162757715,52193356,77552842,52946894,1150871.1925,1149341.53166667,1148442,1153429.8,1153700
64296932,631185.231666667,125137083,39702928,797051815,830204785,68241538,630990.61,630679.78,630596.0025,632432,633621.6175
64297062,7731.285,964333900,188706808,186723268,843739439,828751334,7733.6,7734.11,7727.4,7726.03,7723.925
64297153,65112.8866666667,1649847,73243529,76164771,942942756,927380741,65082.39,65061.5,65060.74,65058.45,65189
64299332,40923238.7633333,99081143,8904385,142120745,611455544,101253227,41310850.0616667,41732000,41789013.3033333,42751000,38941919.6516667
64305212,NA,,,,,,,,,,
64325129,62957.9,4885585,604476957,8177032,103663365,789523420,62950,62950,62930.6,62874.65,62860
64325392,276348.243333333,89212500,603865601,76955772,105670108,113071039,276362.333333333,276408.07,276245.5,276000,275675.6325
64352131,416567.408333333,627061468,178416371,188459929,842605060,38908815,416595.742,417630,417740,417839.911666667,418354.573333333
64366065,519874.381666667,2156891,132352597,623972689,3918679,6985196,519848.516666667,519995.82,520147,519584.215,520182.691666667
64465503,3208468.46,188246656,78579659,99307998,59711929,609474861,3205729.7,3203575,3196343.05333333,3225253.00333333,3190531.89
64644490,457510,1389642,824781769,153217810,118480599,6973804,457947.786666667,455811,455397.895,460060.44,454642.08
64928195,23852,95171203,141953831,129450917,793174892,1261031,23855,23856,23844,23868,23835
64935877,130994.48,122276314,93803398,131810801,131042249,831897454,130976,131040,130921.26,131076.15,130905.09
64973852,53049.108,26728648,607417524,39846097,933043903,959147026,53055,53042.96,52984.28,53127.9583333333,52970
64992902,20332.502,123615630,12127494,11539251,64293277,116002213,20337.5,20322,20346.445,20347.032,20347.86
65384075,48590.4,155335628,2484186,962436296,829606297,147430540,48592,48603.3833333333,48610.7425,48564.52,48559
65671518,601191.58,116275694,61770827,827485363,6261481,829669568,601210.665,601298.76,600366.166666667,602389.666666667,599024.086666667
65694200,1719810.44666667,1230762,808350172,60729753,801877879,8708794,1718957.17166667,1724696.60833333,1714156.01833333,1708196.298,1731854
65705147,83016.0916666667,785086997,76854116,965216026,38975372,195032040,83006.76,83048.9666666667,82973.3333333333,82969.06,83063.76
65708786,8128990.175,601627875,11771664,144394640,45800765,136721250,8160023.25,8079217.71,8181366.56,8064937.67,8062764.636
65795759,128268.816,927618835,161676705,97402689,788995756,618272038,128250,128289.55,128333.333333333,128385.768,128114.443333333
65795916,20572.168,94653586,139402333,38554759,144934929,8699530,20558.57,20589.49,20600,20539.23,20534
65799991,284612.528333333,40745846,617625236,42733324,106541634,968537469,284694.392,284413.65,284883.13,284972.011666667,285000
65807059,2372,25946224,829698112,789779410,829040216,77970650,2371.1425,2373.3333333333,2374.4,2380,2380.38
65809444,58177.1733333333,37171949,796521755,89206940,119176253,606531999,58175,58168.26,58152.75,58148.58,58140.23
65816597,2024711.585,180001252,96857313,144838567,1794205,7364552,2027847.195,2030637.13666667,2040000,2043117.935,2003729.525
65817322,468254.04,603046210,175892251,89921766,32117157,783587751,467304.833333333,470026.548333333,470349,465988.418333333,471542.506666667
65820953,8316.26,181072521,73575755,788219330,95080131,85172005,8315,8314,8320,8323,8323.5
66713939,277220,614948396,48300540,55329262,603865601,89212500,277152.44,277686.5,277917.5,276408.07,276362.333333333
67366286,5479.5466666667,197480564,27005180,24909699,796912350,556477656,5479.78,5479.3,5479.8666666667,5478.28,5481
67372748,330582.5,2291532,51999725,790162481,835392051,19812593,330585.75,330676.275,330153.785,331137,330000
67373258,2453.3333333333,831930008,67871467,15208153,869454173,793140096,2453,2450,2450,2450,2450
67374140,80082.876,46831251,8014165,614830169,102734402,147140891,80085.21,80091.4,80072.35,80130,80130
67374363,103013.091666667,127723406,176019107,65603516,600828805,809863694,102989.4775,102918.16,102906.9,103139.955,102846.35
67380386,562932.883333333,176325579,53518361,929515468,926367939,803749329,562998.445,562256.538333333,562191.416,563755,561920.075
67385393,164325.908333333,157287921,625163639,180015336,69057115,75139717,164623.868333333,163983.275,164677,163923,163896.4
67490078,9919.1683333333,621135987,790889711,155943111,968442061,104215855,9916.4,9922.576,9915.43,9910,9930.25
67490086,5131.5,111871885,42851410,961208233,119676187,194912515,5133,5129.71,5135.04,5127.2833333333,5147
67503300,6300,195567610,620404728,38891261,78622333,807265467,6300,6300,6300,6300,6300
67504134,263394.596666667,6924872,169109266,1721252,43127141,831278606,263150,263659.543333333,264000,264011,262776.334
67514828,NA,,,,,,,,,,
67518092,9955.192,11657830,69892405,71463970,626910728,113092857,9958,9960,9949,9964.1633333333,9945
67519926,490000,963479725,781316096,76695113,783638026,782438253,490262,490541.31,489376.872,490767.018333333,491962.791666667
67577742,NA,,,,,,,,,,
67597351,43732.5,1096254,128828493,555598775,798801007,38006110,43725,43724.975,43723.4,43773.3,43798.9533333333
67829580,17622.6666666667,807787143,945163509,2179893,1990878,611245549,17625,17617.1666666667,17628.36,17616.04,17615
67836395,81291.74,45498560,621218259,361475895,942054461,78608944,81250,81247.8,81389.34,81189.65,81169.26
67871467,2450,15208153,869454173,793140096,831930008,67373258,2450,2450,2450,2453,2453.3333333333
68014971,5793.3333333333,86626660,51381697,3972874,968190421,968969514,5795.92,5790,5789.52,5789.5,5789.05
68073360,11864.6275,182884226,30266092,830533548,154616957,153836267,11865,11860.33,11860,11869.79,11870
68204304,20900,5262308,801269312,961212594,140029583,782322788,20888.5,20916.29,20930,20949.3333333333,20850
68209295,44031,614042773,141588017,878468276,59640651,45798121,44030,44014.8,44060,44000,43993
