company_dunsum,product_count,top1_dunsnumber,top2_dunsnumber,top3_dunsnumber,top4_dunsnumber,top5_dunsnumber,top1_product_count,top2_product_count,top3_product_count,top4_product_count,top5_product_count,top1_jaccard_distance,top2_jaccard_distance,top3_jaccard_distance,top4_jaccard_distance,top5_jaccard_distance
789993875,2,144845976,183064240,96842430,57158479,153790357,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
5342258,26,831172692,798798570,791516933,2811768,187219196,27,48,22,28,46,0.7674418605,0.7868852459,0.8,0.8,0.8
155426539,6,77070449,88800545,88425335,946594108,111069881,2,2,4,5,6,0.6666666667,0.6666666667,0.75,0.7777777778,0.8
963405241,1,602975120,61170858,73748790,614683407,54252405,1,1,1,1,1,0,0,0,0,0
149773368,1,9158932,152906371,63157812,114533024,202250390,1,1,1,2,2,0,0,0,0.5,0.5
824847503,1,831654236,47155168,70111927,135174584,831654269,1,1,1,1,1,0,0,0,0,0
55925494,1,175357672,130148997,29379760,129304551,38049532,1,1,1,1,1,0,0,0,0,0
118717529,2,836642439,326905809,23019800,38062118,12112496,2,2,2,2,3,0,0,0,0,0.3333333333
27059265,1,8447682,360640734,961651846,47583851,964498849,1,1,1,1,1,0,0,0,0,0
944140995,1,172030350,942054461,134131114,122814668,126483903,1,1,1,1,1,0,0,0,0,0
162371590,2,11375227,157306960,3791217,6924088,1063577,2,3,1,1,1,0,0.3333333333,0.5,0.5,0.5
79097669,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
12308144,1,75412031,361858020,196203681,78549556,84221261,1,1,1,1,1,0,0,0,0,0
5423546,10,122212624,61487781,962527581,115390312,11830379,2,2,2,9,4,0.8,0.8,0.8,0.8125,0.8333333333
42377262,2,614830169,2493930,614164499,788467533,620059766,3,3,1,1,1,0.3333333333,0.3333333333,0.5,0.5,0.5
196893247,1,141874615,25115833,965004935,832461417,964607696,1,1,2,2,2,0,0,0.5,0.5,0.5
6011753,1,61052051,787825319,58940313,189202401,45628542,1,1,2,2,2,0,0,0.5,0.5,0.5
790653729,2,129779455,54321898,188570626,806750386,2227478,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
147075670,1,361592082,832881655,18100524,831751552,6631720,1,1,1,1,1,0,0,0,0,0
809678782,12,86596652,47503537,877936518,832341536,99288102,7,7,11,11,12,0.5384615385,0.5384615385,0.5625,0.5625,0.5882352941
152113143,1,612539135,800535325,786474093,827134995,968430475,1,1,1,1,1,0,0,0,0,0
78255593,1,832328244,831120303,11174286,830512476,786520767,1,1,1,1,1,0,0,0,0,0
72956568,1,829384192,968595434,44535722,805503703,76955772,1,1,1,1,1,0,0,0,0,0
73022944,3,48790844,830575101,131560935,119704054,831531285,3,1,1,1,1,0.5,0.6666666667,0.6666666667,0.6666666667,0.6666666667
1649847,1,147518872,114389455,879415057,314720330,157096640,1,1,1,1,1,0,0,0,0,0
134852164,6,780400771,621391689,1410539,830991832,7829245,1,1,1,1,1,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333
43301514,1,133418371,809352156,614767403,6645683,790254312,1,1,1,1,1,0,0,0,0,0
618367429,24,52628849,93834794,58108994,2138568,606837698,10,12,21,19,14,0.7407407407,0.7586206897,0.7837837838,0.8055555556,0.8125
960184430,1,616381794,122682917,77544922,187969915,828343736,1,1,1,1,1,0,0,0,0,0
616481060,1,808414531,781979893,968794706,99287419,879362754,1,1,1,1,1,0,0,0,0,0
39026771,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
112617899,57,805258373,611429481,64299332,131658445,809485295,62,51,99,59,56,0.7065217391,0.7294117647,0.752,0.752688172,0.7582417582
56607708,4,6383079,174911131,85231350,41572553,361721699,3,4,4,5,5,0.6,0.6666666667,0.6666666667,0.7142857143,0.7142857143
883664435,1,99735177,139402333,967783135,157764817,1826627,1,2,2,2,3,0,0.5,0.5,0.5,0.6666666667
1096254,1,804435246,174711572,42417352,67871467,148631869,1,1,1,1,1,0,0,0,0,0
21208455,1,41138939,21072244,78405538,103740718,147339600,1,1,1,1,1,0,0,0,0,0
9719311,2,139681282,73800062,60665494,830784059,1396217,1,1,2,2,2,0.5,0.5,0.6666666667,0.6666666667,0.6666666667
791209872,2,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
94241056,23,827714507,26157235,154050959,70569652,134303192,18,22,10,7,20,0.6333333333,0.6363636364,0.68,0.6956521739,0.696969697
83496471,1,968387428,14654966,867973513,11146578,787062418,1,3,3,4,6,0,0.6666666667,0.6666666667,0.75,0.8333333333
98366722,1,150916658,808501931,85178908,7021066,603960469,1,1,1,1,1,0,0,0,0,0
15591504,1,831145102,3034142,808851617,943993225,832882463,1,1,1,2,3,0,0,0,0.5,0.6666666667
75013938,10,927754515,786321059,5094842,796779564,2182228,4,6,2,2,3,0.7272727273,0.7692307692,0.8,0.8,0.8181818182
58693433,11,873183909,87869090,809105542,941112377,53601050,8,9,4,4,17,0.7333333333,0.75,0.75,0.75,0.7826086957
102091316,1,361592082,832881655,18100524,831751552,6631720,1,1,1,1,1,0,0,0,0,0
152212259,1,198045432,557378783,109147975,22647403,363394086,1,1,1,1,1,0,0,0,0,0
46645529,1,1917749,65795759,958675667,32482965,79327581,1,1,1,1,1,0,0,0,0,0
7829245,1,621391689,830991832,122242043,963359369,195596002,1,1,1,1,1,0,0,0,0,0
103417312,5,64632888,84451090,85625200,837184837,40093614,5,2,2,2,3,0.5714285714,0.6,0.6,0.6,0.6666666667
618019632,63,20278375,194956751,131658445,809485295,33095568,84,39,59,56,75,0.7217391304,0.725,0.7291666667,0.7473684211,0.7567567568
122672728,3,166569850,5083209,192344265,613795293,130076511,4,2,2,2,2,0.25,0.3333333333,0.3333333333,0.3333333333,0.3333333333
126522259,1,18839931,968497425,868712308,78423197,183720515,1,1,1,1,1,0,0,0,0,0
37407777,1,1885953,968852749,58317863,7938207,847927498,1,1,1,1,1,0,0,0,0,0
806840729,1,782611933,46440231,40403800,120351007,199673943,1,1,1,1,1,0,0,0,0,0
962465089,1,83730627,603168931,10249493,2329837,193444080,1,1,1,1,1,0,0,0,0,0
112020649,1,808729946,781421011,605826197,11077815,848539631,1,1,1,1,1,0,0,0,0,0
74181806,1,183607993,968259551,139396779,830184128,806417911,1,1,2,2,2,0,0,0.5,0.5,0.5
106957210,1,77059152,19907935,824815708,70093500,14890771,1,1,1,1,2,0,0,0,0,0.5
74362674,1,14690507,130391928,518338371,606237220,64092356,1,1,1,1,1,0,0,0,0,0
945380467,18,832684190,557479094,832876523,964763309,2497303,36,30,19,24,25,0.6829268293,0.7027027027,0.724137931,0.7272727273,0.7352941176
80084882,1,118503643,147386056,609303334,7711443,41326190,1,1,1,1,1,0,0,0,0,0
802254883,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
604191833,1,791961766,969246110,61600672,98257652,147023626,1,1,2,2,3,0,0,0.5,0.5,0.6666666667
830255092,1,786546437,50420447,69889467,49917784,70281530,1,1,1,2,2,0,0,0,0.5,0.5
52443652,2,6398168,154281869,54874425,808195361,2322071,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
27682587,4,40535536,809534972,142006928,62259218,621499628,2,3,4,5,5,0.5,0.6,0.6666666667,0.7142857143,0.7142857143
50119887,1,107582728,131534351,85648889,56705247,103778762,1,1,2,2,2,0,0,0.5,0.5,0.5
2362770,1,48821946,1772060,4389318,788852288,62227160,1,1,1,1,1,0,0,0,0,0
27541754,1,154319248,627578529,831263640,103473091,808182919,1,1,1,1,1,0,0,0,0,0
155401235,5,837404151,53515230,175896914,12896945,175515774,3,5,5,5,11,0.6666666667,0.75,0.75,0.75,0.7692307692
166655253,25,602707122,78342365,157427238,78837139,968062518,16,40,25,11,11,0.5862068966,0.6734693878,0.6842105263,0.7142857143,0.7142857143
827219213,1,602975120,61170858,73748790,614683407,54252405,1,1,1,1,1,0,0,0,0,0
627875818,1,809067846,619341188,37225935,68435259,147020853,1,1,1,1,1,0,0,0,0,0
801156931,1,966342057,38475596,943282798,48160423,859050325,1,1,1,1,1,0,0,0,0,0
149076825,1,179660787,796494693,808575810,148639883,6249189,1,1,1,2,2,0,0,0,0.5,0.5
808866714,1,23919525,2328698,612787515,124483371,48410070,1,2,3,5,6,0,0.5,0.6666666667,0.8,0.8333333333
194268962,13,91213041,131209058,85668598,962520628,608548371,11,9,7,7,13,0.6666666667,0.7058823529,0.75,0.75,0.7619047619
1368026,2,59698733,9866323,52901469,102874034,14004597,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
2198591,1,968904698,612539135,2163178,11478401,2300051,132,1,3,1,5,0.9924242424,1,1,1,1
151107534,1,788566412,90603700,78975807,78468018,167172506,1,1,1,1,1,0,0,0,0,0
605925200,1,105298611,79094878,142839948,830833146,48182708,1,1,1,1,1,0,0,0,0,0
16272852,1,75420380,15184534,835563974,123787736,786538561,1,1,1,1,1,0,0,0,0,0
804715373,1,27518640,798083564,85874667,829282552,179538418,1,1,1,1,1,0,0,0,0,0
964457803,1,969360119,969536031,791145134,244218298,621629307,1,1,1,1,1,0,0,0,0,0
56696347,2,54730858,114424690,56164098,867704561,113074918,2,2,2,2,3,0,0,0,0,0.3333333333
3277571,1,150717684,13550645,29362225,11072840,18609925,1,1,1,1,1,0,0,0,0,0
11109444,4,627168110,78622333,49910649,89760417,133418371,2,4,4,5,1,0.5,0.6666666667,0.6666666667,0.7142857143,0.75
14727671,2,968997101,40861601,88805734,81897456,613866735,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
175912997,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
120582395,1,76782366,785141719,609531983,132829909,144452836,1,1,1,1,1,0,0,0,0,0
175892251,65,99286106,160975009,37566631,557479094,626596928,60,91,49,30,98,0.5632183908,0.5688073394,0.6097560976,0.6428571429,0.652892562
1539618,2,103202859,116342812,64295017,36184620,57720856,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
2140069,1,88665393,56701915,118345375,14232321,107741878,1,1,1,1,1,0,0,0,0,0
961666810,1,98792237,785462201,969289904,67459326,965457141,1,1,1,1,1,0,0,0,0,0
190182782,1,837549708,625905062,829386072,145683640,59174847,1,1,1,1,1,0,0,0,0,0
829106538,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
808094093,1,782806673,790931732,828520333,827451386,783267321,1,1,1,1,1,0,0,0,0,0
86527546,3,88665393,56701915,118345375,14232321,107741878,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
800111106,1,927569673,867481814,963533807,9998626,620862446,1,1,1,1,1,0,0,0,0,0
930862149,2,59640651,14866070,805666208,9532394,103995051,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
826027364,1,2175313,82000501,362917692,108250663,179303151,1,1,1,1,1,0,0,0,0,0
781083662,3,84451090,85625200,1519230,144638657,64632888,2,2,2,2,5,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.4
101437713,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
105475730,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
154442602,1,133418371,809352156,614767403,6645683,790254312,1,1,1,1,1,0,0,0,0,0
103730974,10,968336748,67374363,85642429,195152939,878915073,9,14,5,6,18,0.7333333333,0.7368421053,0.75,0.7692307692,0.7826086957
969738116,1,83739263,828118484,142659635,809163319,75916762,1,1,1,1,1,0,0,0,0,0
196022685,1,616381794,122682917,77544922,187969915,828343736,1,1,1,1,1,0,0,0,0,0
185571499,1,605898824,878587583,94715344,830172024,5313783,1,1,1,1,1,0,0,0,0,0
793477514,1,932838519,198627978,957270739,4074261,126959774,1,1,1,1,1,0,0,0,0,0
1717040,1,938971041,1599406,99418089,61581922,33307401,1,1,1,1,1,0,0,0,0,0
27183719,1,968997101,40861601,88805734,81897456,613866735,1,1,1,1,1,0,0,0,0,0
622390797,22,30123488,185314283,4961140,21526611,606115637,30,6,25,15,9,0.7619047619,0.7826086957,0.7948717949,0.8064516129,0.8076923077
868489571,1,607619301,187834502,1721252,806030706,795360486,1,1,1,1,2,0,0,0,0,0.5
151070781,1,122281603,109135561,105170455,622534865,6999858,1,1,1,1,1,0,0,0,0,0
103672960,2,801269312,807902143,782806673,827455192,790931732,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
623374381,3,177651007,103718248,964843481,139681282,830608985,2,2,4,1,1,0.3333333333,0.3333333333,0.6,0.6666666667,0.6666666667
99403511,1,11570967,94745163,27823632,189162183,617060983,1,1,1,2,3,0,0,0,0.5,0.6666666667
362676509,4,133257928,962535704,801105271,825209328,968345467,5,5,1,1,1,0.7142857143,0.7142857143,0.75,0.75,0.75
193942604,1,186641259,131701732,152722773,958016545,42398839,1,1,1,1,1,0,0,0,0,0
826870441,1,876456161,961883753,134459663,604039057,142200463,1,1,1,1,1,0,0,0,0,0
194800426,7,797408549,2147023,73737822,1643170,77723187,3,7,5,5,6,0.5714285714,0.6,0.6666666667,0.6666666667,0.7
94265600,3,801217035,967624347,948834747,60656550,122281603,2,1,1,1,1,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667
949005524,1,964338131,56350622,110103249,2373637,167289979,1,1,1,1,1,0,0,0,0,0
831628644,1,11769938,119216992,10903318,71035539,610711884,1,1,1,1,1,0,0,0,0,0
2173375,2,42895367,38376674,188180587,51497972,3472451,2,2,3,3,3,0,0,0.3333333333,0.3333333333,0.3333333333
2839777,5,135550270,2515799,6452312,825839137,39271197,2,2,3,3,7,0.6,0.6,0.6666666667,0.6666666667,0.6666666667
946845393,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
873175806,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
956733497,1,2158202,1599786,809968902,1220060,5253844,1,1,1,1,1,0,0,0,0,0
38049532,1,175357672,130148997,29379760,129304551,55925494,1,1,1,1,1,0,0,0,0,0
618213958,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
9745310,2,27428619,129134974,5040480,787980759,174850354,2,2,2,1,1,0,0,0,0.5,0.5
5906482,1,3219615,131416138,968245779,192284065,785802786,1,1,1,1,1,0,0,0,0,0
601746308,4,1949684,622920353,187644138,612901207,50286582,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
75226373,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
808385207,2,5083209,613795293,130076511,4060273,121306984,2,2,2,2,2,0,0,0,0,0
51154354,1,1917749,65795759,958675667,32482965,79327581,1,1,1,1,1,0,0,0,0,0
195586185,1,9074733,791678790,11248663,11129780,11425857,1,1,3,3,6,0,0,0.6666666667,0.6666666667,0.8333333333
43714906,7,626627459,791462687,80806417,926706610,135745219,7,5,2,2,2,0.6,0.6666666667,0.7142857143,0.7142857143,0.7142857143
876544974,1,621218259,78711754,1660786,193953726,11519113,7,10,14,31,87,0.8571428571,0.9,0.9285714286,0.9677419355,0.9885057471
62021639,16,828953166,11668696,83244269,62593603,86424157,6,6,15,2,3,0.8421052632,0.8421052632,0.8518518519,0.875,0.8823529412
808084441,2,801105271,825209328,968345467,800197287,78816693,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
782078091,9,602799525,831372037,780026048,831641563,199067265,4,5,10,6,16,0.7,0.7272727273,0.7333333333,0.75,0.75
805412665,3,44552735,962436296,49871288,944009240,141091095,2,3,6,3,6,0.3333333333,0.5,0.5,0.5,0.5
808195361,1,6398168,154281869,54874425,2322071,5050875,1,1,1,1,1,0,0,0,0,0
43984876,3,138565960,40071011,125170639,85667590,11182784,2,2,2,2,2,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333
883388787,5,2157394,56237001,185481967,47217190,603115569,9,3,3,3,3,0.6,0.6666666667,0.6666666667,0.6666666667,0.6666666667
75225573,1,788495034,964449495,175096619,198205619,963397901,1,1,1,1,1,0,0,0,0,0
1813872,1,186778093,66654054,139691711,622262392,81722436,1,1,1,1,1,0,0,0,0,0
154810436,1,167381602,604082594,46444121,198444796,45785227,1,1,1,1,1,0,0,0,0,0
196148209,2,964457803,969360119,969536031,804091726,64978133,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
101701902,1,828516257,94626921,144395381,140757589,53397386,1,1,1,1,1,0,0,0,0,0
969286454,1,98792237,785462201,969289904,67459326,965457141,1,1,1,1,1,0,0,0,0,0
965177095,1,63138622,124431136,147175017,78731398,801411054,1,1,1,1,1,0,0,0,0,0
964969989,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
6024749,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
42902957,1,44078475,11103280,85693042,805610438,803749329,1,2,2,2,2,0,0.5,0.5,0.5,0.5
49774797,1,167531362,104288167,56135742,153636159,965981751,1,1,1,1,1,0,0,0,0,0
805604055,1,55387273,95512708,183401348,184231876,37573289,1,1,1,1,1,0,0,0,0,0
804334204,1,54321898,188570626,806750386,2227478,151808995,1,1,1,1,1,0,0,0,0,0
53417515,1,848960290,796521755,69771884,781998745,958102238,1,1,1,1,1,0,0,0,0,0
185743655,6,128729373,130493604,51266187,932898976,71695233,5,4,3,3,3,0.4285714286,0.5714285714,0.7142857143,0.7142857143,0.7142857143
830983388,1,75412031,361858020,196203681,78549556,84221261,1,1,1,1,1,0,0,0,0,0
188246656,1,167531362,104288167,56135742,153636159,965981751,1,1,1,1,1,0,0,0,0,0
48111827,1,957470701,155220291,44771756,122493034,22041318,1,1,1,1,1,0,0,0,0,0
83113113,6,960804664,194672085,184860096,172413759,118431316,2,2,2,2,2,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
42903026,1,69341303,85602712,603104840,173059689,89107643,1,1,2,3,8,0,0,0.5,0.6666666667,0.875
968359351,1,828516257,94626921,144395381,140757589,53397386,1,1,1,1,1,0,0,0,0,0
787390371,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
809741833,2,113225986,47665075,602257672,807767306,131640919,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
110294865,1,1949684,622920353,187644138,612901207,51220572,1,1,1,1,1,0,0,0,0,0
149448669,3,22549914,176325579,63455190,945837219,153884007,2,2,1,1,1,0.3333333333,0.3333333333,0.6666666667,0.6666666667,0.6666666667
620596432,1,805691628,10726572,147980234,78444492,962284555,1,1,1,1,1,0,0,0,0,0
44086809,1,167375992,198443459,943623447,180519548,612539135,1,12,14,24,1,0,0.9166666667,0.9285714286,0.9583333333,1
63565865,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
803042782,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
99460388,3,958031742,969475516,128814840,37757770,56457229,3,4,2,2,2,0,0.25,0.3333333333,0.3333333333,0.3333333333
82017521,2,831299131,791684780,833264906,1774736,57912826,2,3,5,11,14,0.6666666667,0.75,0.8333333333,0.9166666667,0.9333333333
60768467,1,962592424,78544034,796905896,828977319,373139427,1,1,1,1,1,0,0,0,0,0
2446219,1,2181733,150618932,42256222,1775881,878122704,1,2,3,3,4,0,0.5,0.6666666667,0.6666666667,0.75
826102084,4,876356630,42895367,2173375,4246716,119735913,2,2,2,2,2,0.5,0.5,0.5,0.5,0.5
966434789,2,3123072,54321898,188570626,806750386,2227478,2,1,1,1,1,0,0.5,0.5,0.5,0.5
194014775,1,808673131,829941280,195204925,1679760,6983548,1,1,1,1,1,0,0,0,0,0
61784393,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
105243328,11,8962912,801217035,18575493,826752771,150596419,6,2,2,2,2,0.7857142857,0.8181818182,0.8181818182,0.8181818182,0.8181818182
198549560,1,602975120,61170858,73748790,614683407,54252405,1,1,1,1,1,0,0,0,0,0
125875950,3,827160557,157302324,824640663,121016286,802862016,2,2,2,2,3,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.5
153836267,1,828516257,94626921,144395381,140757589,53397386,1,1,1,1,1,0,0,0,0,0
2025604,2,968997101,40861601,88805734,81897456,118503643,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
808560663,3,966342057,38475596,601030690,825195444,943282798,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
791360399,7,44549954,2386274,72996809,1776608,831477133,4,3,3,7,4,0.4285714286,0.5714285714,0.5714285714,0.6,0.625
867796989,1,361592082,832881655,18100524,831751552,6631720,1,1,1,1,1,0,0,0,0,0
879202257,3,604061460,14031574,839451796,787663892,68528376,4,2,2,5,6,0.25,0.3333333333,0.3333333333,0.4,0.5
3473345,3,112052394,45107349,243651288,251476669,180362290,2,4,1,1,1,0.3333333333,0.6,0.6666666667,0.6666666667,0.6666666667
188532316,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
830184128,2,183607993,968259551,74181806,617407325,139396779,1,1,1,1,2,0.5,0.5,0.5,0.5,0.6666666667
161496674,3,840454854,75412031,361858020,196203681,78549556,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
801269825,3,879046308,128814840,126834014,47247718,143595697,4,2,2,2,5,0.25,0.3333333333,0.3333333333,0.3333333333,0.4
2429355,2,168364391,788467533,604631809,829384192,11466158,3,1,4,1,1,0.3333333333,0.5,0.5,0.5,0.5
76659762,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
616466731,1,9469768,6930358,71176457,612539135,2163178,1,6,10,1,3,0,0.8333333333,0.9,1,1
185734688,1,70854070,154590330,249825845,37056934,122035918,1,1,1,1,1,0,0,0,0,0
160130527,1,962065392,12095327,128204091,58295788,969047674,1,1,1,1,1,0,0,0,0,0
617649764,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
153685474,2,960047186,602081101,8954661,2289338,52191590,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
167788764,1,361592082,832881655,18100524,831751552,6631720,1,1,1,1,1,0,0,0,0,0
884887824,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
2190908,8,802066423,52628849,623753423,826190985,126511963,7,10,6,6,6,0.6363636364,0.7142857143,0.7272727273,0.7272727273,0.7272727273
364215061,1,4492575,191346506,962384710,94238912,5593470,1,1,1,1,1,0,0,0,0,0
38484192,1,62978010,800580594,795952852,621412506,140703641,1,1,1,1,1,0,0,0,0,0
132279600,1,782806673,790931732,828520333,827451386,783267321,1,1,1,1,1,0,0,0,0,0
12472478,3,827160557,189741390,121016286,832449784,79965901,2,2,2,5,3,0.3333333333,0.3333333333,0.3333333333,0.4,0.5
927588897,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
20742899,2,160627001,72704224,795925911,134762934,106530462,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
1299650,1,40756496,2491033,11383981,112789383,27964381,1,1,1,1,2,0,0,0,0,0.5
60579331,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
11147928,1,153884007,100943047,617319504,172222791,13900449,1,1,1,1,1,0,0,0,0,0
192284065,1,3219615,131416138,968245779,5906482,785802786,1,1,1,1,1,0,0,0,0,0
946819653,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
557570178,1,84194018,785140062,100363840,161585260,11297959,1,1,1,1,1,0,0,0,0,0
148636293,7,67374140,967005435,154971360,78622333,49877889,4,9,9,4,4,0.625,0.7692307692,0.7692307692,0.7777777778,0.7777777778
963475111,1,805774044,157012845,81944345,1911833,11073236,1,1,1,1,1,0,0,0,0,0
10616249,1,173775602,789161536,42939277,612539135,2163178,2,5,18,1,3,0.5,0.8,0.9444444444,1,1
789020992,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
832820455,1,184041692,198140154,13811976,63153829,11210648,1,1,2,8,9,0,0,0.5,0.875,0.8888888889
160002937,6,790750462,829314371,73759045,8014165,196592752,6,3,6,3,3,0.5,0.5,0.5,0.5,0.5
830172024,1,605898824,878587583,94715344,185571499,5313783,1,1,1,1,1,0,0,0,0,0
119698017,2,807741850,85664217,29172337,627152056,64500632,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
154694298,1,83739263,828118484,142659635,809163319,75916762,1,1,1,1,1,0,0,0,0,0
107743309,1,837549708,625905062,829386072,145683640,59174847,1,1,1,1,1,0,0,0,0,0
131042249,1,62978010,800580594,795952852,621412506,140703641,1,1,1,1,1,0,0,0,0,0
884222225,10,106240062,931215128,809996788,163220614,827714507,14,8,17,4,18,0.5882352941,0.7142857143,0.7142857143,0.7272727273,0.7272727273
70285432,1,84599174,830999400,131209058,612539135,2163178,1,2,9,1,3,0,0.5,0.8888888889,1,1
5069661,1,179669502,946621273,963595223,48430979,112084681,1,1,1,1,1,0,0,0,0,0
67078980,1,968997101,40861601,88805734,81897456,613866735,1,1,1,1,1,0,0,0,0,0
792277894,1,782806673,790931732,828520333,827451386,783267321,1,1,1,1,1,0,0,0,0,0
147764786,1,828516257,94626921,144395381,140757589,53397386,1,1,1,1,1,0,0,0,0,0
965538064,2,964425115,800436268,118870216,805691628,10726572,2,1,1,1,1,0,0.5,0.5,0.5,0.5
93320232,3,4469797,120316711,135189590,617338850,621502173,2,3,3,3,4,0.3333333333,0.5,0.5,0.5,0.6
51398089,2,186585741,804435246,174711572,119050664,878380195,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
69236297,1,120250357,150768562,782959923,34987663,59014258,1,1,1,1,1,0,0,0,0,0
2139830,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
95484882,1,179669502,946621273,963595223,48430979,112084681,1,1,1,1,1,0,0,0,0,0
806416566,7,806418075,87111167,193779324,99307998,933969123,14,4,7,8,8,0.7647058824,0.7777777778,0.8333333333,0.8461538462,0.8461538462
3184462,3,173361601,173695917,965525434,40794732,161248950,2,2,2,2,2,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333
50720853,1,106530462,175900914,80461262,36333650,18261834,1,1,1,1,1,0,0,0,0,0
78388353,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
23981517,1,961609067,800027414,75518860,182774307,197533573,1,1,1,1,1,0,0,0,0,0
788995756,8,43984876,555570576,57611600,883651366,131142747,3,7,4,4,5,0.625,0.6363636364,0.6666666667,0.6666666667,0.7
78313847,1,167531362,104288167,56135742,153636159,965981751,1,1,1,1,1,0,0,0,0,0
838596489,2,133471677,150916658,808501931,85178908,7021066,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
624993593,1,155421100,8681388,848003661,791209872,965427599,1,1,2,2,2,0,0,0.5,0.5,0.5
626596928,98,966423352,160975009,148983229,85505951,175892251,163,91,136,149,65,0.6042780749,0.6102941176,0.6315789474,0.635359116,0.652892562
154427699,5,101699957,829247795,197142581,788309383,962368353,5,2,2,2,2,0.3333333333,0.6,0.6,0.6,0.6
23561214,1,54189105,11273364,170944768,68015924,2778194,1,1,1,1,1,0,0,0,0,0
112963590,2,802875864,22200740,831596882,8181153,809751675,2,2,2,2,2,0,0,0,0,0
39159827,1,59640651,14866070,805666208,9532394,103995051,1,1,1,1,1,0,0,0,0,0
102975448,2,929022028,614929834,798759700,73366119,11364531,2,2,2,3,3,0,0,0,0.3333333333,0.3333333333
808344928,1,83730627,603168931,10249493,2329837,193444080,1,1,1,1,1,0,0,0,0,0
360619824,1,172307030,124252847,784418936,20811546,77594799,1,1,1,1,1,0,0,0,0,0
