company_dunsum,product_count,top1_dunsnumber,top2_dunsnumber,top3_dunsnumber,top4_dunsnumber,top5_dunsnumber,top1_product_count,top2_product_count,top3_product_count,top4_product_count,top5_product_count,top1_jaccard_distance,top2_jaccard_distance,top3_jaccard_distance,top4_jaccard_distance,top5_jaccard_distance
947224507,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
786293931,1,616381794,122682917,77544922,187969915,828343736,1,1,1,1,1,0,0,0,0,0
144117199,1,825508369,253691604,22486091,197105232,838863223,1,1,1,1,1,0,0,0,0,0
78454984,3,623852030,170725217,867437519,807299334,52520194,2,2,3,4,4,0.3333333333,0.3333333333,0.5,0.6,0.6
831815506,3,186585741,175965206,119050664,878380195,600809656,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
69488559,1,932838519,198627978,957270739,4074261,126959774,1,1,1,1,1,0,0,0,0,0
11582814,1,156986119,14395552,1636950,78652608,23424485,1,1,1,1,1,0,0,0,0,0
3374683,1,837549708,625905062,829386072,145683640,59174847,1,1,1,1,1,0,0,0,0,0
197970031,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
612069364,2,969427228,968720966,616539776,965216026,16306393,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
22695956,1,88665393,56701915,118345375,14232321,107741878,1,1,1,1,1,0,0,0,0,0
962945643,1,83730627,603168931,10249493,2329837,193444080,1,1,1,1,1,0,0,0,0,0
56280621,12,877936518,614948396,961003720,603814054,149530219,11,12,7,8,18,0.4666666667,0.5,0.5384615385,0.5714285714,0.5714285714
834472680,1,1776418,179710822,784101243,603167706,129308545,1,1,1,1,1,0,0,0,0,0
616205675,4,627082670,64680213,123677291,87315656,797427036,2,2,2,3,3,0.5,0.5,0.5,0.6,0.6
157955597,1,184575108,612539135,2163178,11478401,2300051,1,1,3,1,5,0,1,1,1,1
79185678,1,1002229,54714043,79098386,956143965,13842000,1,1,1,1,1,0,0,0,0,0
196298129,1,120250357,150768562,782959923,69236297,34987663,1,1,1,1,1,0,0,0,0,0
800240785,1,63455190,945837219,101582922,33625836,100604768,1,1,1,1,1,0,0,0,0,0
53452827,1,53381612,164573102,65516288,138782797,5950584,1,1,1,1,1,0,0,0,0,0
194464301,1,616381794,122682917,77544922,187969915,828343736,1,1,1,1,1,0,0,0,0,0
806417911,2,73752156,183607993,801764163,118847982,794491712,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
825363179,1,62978010,800580594,795952852,621412506,140703641,1,1,1,1,1,0,0,0,0,0
142889885,2,59683727,831519033,19804678,71037287,830575101,2,2,3,3,1,0,0,0.3333333333,0.3333333333,0.5
2488989,26,44828457,164856036,2196400,143849755,879585248,25,24,20,16,33,0.6578947368,0.6842105263,0.6857142857,0.7272727273,0.7446808511
605886837,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
802685453,1,1949684,622920353,187644138,612901207,51220572,1,1,1,1,1,0,0,0,0,0
192389336,2,968254276,807902143,827455192,793422213,615422995,2,1,1,1,1,0,0.5,0.5,0.5,0.5
65769564,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
607801094,2,44440642,3219615,103202859,64295017,131416138,2,1,1,1,1,0,0.5,0.5,0.5,0.5
78736631,1,199723045,803602205,36762243,94511883,966665346,1,1,1,1,1,0,0,0,0,0
79396844,1,809042174,79542016,135948297,135769078,968978424,1,1,1,1,2,0,0,0,0,0.5
25698882,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
46954335,9,194309279,2149508,76900880,176866937,61829438,6,6,2,2,2,0.75,0.75,0.7777777778,0.7777777778,0.7777777778
41668935,2,165271115,170444681,831985903,150146145,14122332,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
60061157,1,168761674,50975788,88351002,41263646,604124727,1,1,1,1,1,0,0,0,0,0
11390440,3,969010219,161669379,780386269,45798121,949678213,2,4,1,1,1,0.3333333333,0.6,0.6666666667,0.6666666667,0.6666666667
18575493,2,626616853,1119726,12411526,803936819,54031141,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
796114700,1,4492575,191346506,962384710,94238912,5593470,1,1,1,1,1,0,0,0,0,0
5569314,41,6985196,67385393,607690989,963638838,1954387,16,31,11,11,12,0.8125,0.8387096774,0.8695652174,0.8695652174,0.8958333333
1184480,2,1885953,968852749,58317863,75412031,7938207,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
106722606,6,11240330,169736829,3336971,969270065,45107349,2,2,3,3,4,0.6666666667,0.6666666667,0.7142857143,0.7142857143,0.75
932096969,1,83730627,603168931,10249493,2329837,193444080,1,1,1,1,1,0,0,0,0,0
603214581,1,621391689,830991832,7829245,122242043,963359369,1,1,1,1,1,0,0,0,0,0
927993634,2,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
106011252,1,966507378,961917759,160006813,164828761,157628525,1,1,1,1,2,0,0,0,0,0.5
153915913,1,190450817,178176509,153980743,827733648,114360881,1,1,1,1,3,0,0,0,0,0.6666666667
2161438,11,143327646,931736862,609114715,55086581,884405085,4,6,6,6,8,0.75,0.7857142857,0.7857142857,0.7857142857,0.8125
3264988,1,173765264,37170370,146794982,4215849,197589968,1,1,1,1,1,0,0,0,0,0
6973358,2,807902143,827455192,793422213,615422995,17146551,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
59349860,2,8090375,3791217,6924088,1063577,67862672,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
52711686,52,60729753,1519248,799660597,622953610,152972498,38,34,24,18,23,0.6363636364,0.6769230769,0.7118644068,0.7272727273,0.7288135593
789161536,5,961609067,800027414,10616249,23981517,75518860,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8
87869090,9,19804678,809105542,941112377,15708428,142006928,3,4,4,4,4,0.6666666667,0.7,0.7,0.7,0.7
601952042,1,4492575,191346506,962384710,94238912,5593470,1,1,1,1,1,0,0,0,0,0
78366456,1,8182003,612539135,2163178,11478401,2300051,55,1,3,1,5,0.9818181818,1,1,1,1
3080678,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
49673973,5,8338030,113074918,151765328,606185072,41093923,2,3,3,3,3,0.6,0.6666666667,0.6666666667,0.6666666667,0.6666666667
7941081,1,106733348,10019433,123456787,968904698,612539135,2,7,84,132,1,0.5,0.8571428571,0.9880952381,0.9924242424,1
173644449,1,127604408,98038607,962163072,943344130,64689560,1,1,1,1,2,0,0,0,0,0.5
60541901,2,59640651,14866070,805666208,60522471,9532394,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
136948069,1,137348095,126720759,828569777,10950520,133579453,1,1,1,1,1,0,0,0,0,0
831654269,1,831654236,824847503,47155168,70111927,135174584,1,1,1,1,1,0,0,0,0,0
805615668,5,23486723,806665964,969088082,78716494,834676819,5,6,1,1,1,0.5714285714,0.625,0.8,0.8,0.8
606774891,2,175362375,5070719,110480394,199470092,828971924,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
57134652,3,173361601,173695917,965525434,40794732,161248950,2,2,2,2,2,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.3333333333
835432501,1,6933030,826526212,114370096,16983363,783270317,1,1,1,1,1,0,0,0,0,0
39632083,15,792244097,88365767,836498902,44421811,362051203,22,6,11,16,16,0.6785714286,0.6875,0.7,0.7083333333,0.7083333333
105670108,1,21823258,83594056,605691807,363342663,22809193,1,1,1,1,1,0,0,0,0,0
17990874,1,54321898,188570626,806750386,2227478,151808995,1,1,1,1,1,0,0,0,0,0
614948396,12,56280621,47503537,107939357,877936518,931215128,12,7,23,11,8,0.5,0.5384615385,0.5416666667,0.5625,0.5714285714
2291532,2,62978010,800580594,795952852,621412506,140703641,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
242470466,2,75412031,361858020,196203681,78549556,84221261,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
800026721,1,76782366,785141719,609531983,132829909,144452836,1,1,1,1,1,0,0,0,0,0
962263344,1,186778093,66654054,139691711,622262392,81722436,1,1,1,1,1,0,0,0,0,0
103292459,2,54321898,602750762,188570626,806750386,2227478,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
798864393,1,75420380,15184534,835563974,123787736,786538561,1,1,1,1,1,0,0,0,0,0
327378477,1,78365846,232128611,210042586,808544915,24423217,1,1,1,1,1,0,0,0,0,0
5549159,1,54321898,188570626,806750386,2227478,151808995,1,1,1,1,1,0,0,0,0,0
791678790,1,195586185,9074733,11248663,11129780,11425857,1,1,3,3,6,0,0,0.6666666667,0.6666666667,0.8333333333
879019354,1,70854070,154590330,249825845,37056934,185734688,1,1,1,1,1,0,0,0,0,0
108660861,1,967624347,948834747,60656550,7274194,620822304,1,1,1,1,1,0,0,0,0,0
787786912,3,2267920,47439141,70854070,154590330,127132269,6,3,1,1,1,0.5,0.5,0.6666666667,0.6666666667,0.6666666667
134063127,1,602750762,76668581,143310675,557232258,883503054,1,1,1,1,1,0,0,0,0,0
41273889,1,316642552,607117892,52193356,11375227,162371590,1,1,1,2,2,0,0,0,0.5,0.5
807366752,7,10744873,797055998,52781812,43851963,91909122,5,2,7,7,1,0.6666666667,0.7142857143,0.8333333333,0.8333333333,0.8571428571
801885013,2,2362770,48821946,1772060,4389318,788852288,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
175749431,1,10988082,609815287,30880488,9581091,39846097,1,1,1,2,2,0,0,0,0.5,0.5
794036447,1,618991413,800028230,784809993,161162995,803757913,1,1,1,1,1,0,0,0,0,0
828280425,1,806710588,152056029,784116691,793134081,847410081,1,1,1,1,1,0,0,0,0,0
626621333,1,3219615,131416138,968245779,5906482,192284065,1,1,1,1,1,0,0,0,0,0
624613753,1,788467533,11466158,126785133,847414760,784351319,1,1,1,1,1,0,0,0,0,0
14890771,2,932838519,198627978,77059152,957270739,4074261,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
151978921,2,44549434,130598584,829042337,125111448,159850622,2,2,2,2,2,0,0,0,0,0
793460940,1,145945833,178288676,115354359,1916766,191602226,1,1,1,1,1,0,0,0,0,0
1009872,1,140692661,52543956,965750446,41219437,153221580,1,1,2,6,6,0,0,0.5,0.8333333333,0.8333333333
43634294,1,780400771,180448466,795425060,808254275,61344016,1,1,1,1,1,0,0,0,0,0
788518806,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
24279262,1,137909987,961813669,30490049,11210648,11539178,1,2,8,9,11,0,0.5,0.875,0.8888888889,0.9090909091
144569477,1,788566412,90603700,78975807,78468018,167172506,1,1,1,1,1,0,0,0,0,0
147811330,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
103302345,1,968997101,40861601,88805734,81897456,613866735,1,1,1,1,1,0,0,0,0,0
73712148,1,140680351,828626569,73136975,101292944,64271570,1,1,1,2,22,0,0,0,0.5,0.9545454545
968344841,2,795729193,621526719,626878706,808179477,8646239,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
151363660,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
122669075,1,938971041,1599406,1717040,99418089,61581922,1,1,1,1,1,0,0,0,0,0
2629285,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
958735680,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
139397371,1,938833795,16838414,72595457,185930542,804771665,1,1,2,2,2,0,0,0.5,0.5,0.5
64480551,1,113911718,90744319,153646245,28798775,50265321,1,1,1,1,1,0,0,0,0,0
31077352,4,606582591,22005800,807794912,78721456,878122704,2,5,3,3,4,0.5,0.5,0.6,0.6,0.6666666667
626296974,1,175965206,99080959,127047020,93019953,607572054,1,1,2,2,2,0,0,0.5,0.5,0.5
879248201,1,787724772,175352004,946565702,110927634,21306101,1,1,1,1,1,0,0,0,0,0
786438226,1,73752800,832426782,75886031,109226027,66200940,1,1,1,1,1,0,0,0,0,0
138849653,2,787347418,361592082,175516384,965254654,832881655,2,1,1,1,1,0,0.5,0.5,0.5,0.5
959391509,5,191341627,615381907,148754208,78277396,142366090,3,4,8,2,2,0.4,0.5,0.5555555556,0.6,0.6
929496271,3,63881353,23905928,118765296,622377369,49621519,3,2,2,2,2,0,0.3333333333,0.3333333333,0.3333333333,0.3333333333
962331745,3,624004540,122708683,72260032,879322667,926367939,2,1,1,1,1,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667
16804163,1,7036759,68615467,792439713,2509420,11826666,1,1,1,1,2,0,0,0,0,0.5
56672785,1,932825581,7900129,967269940,556176873,3259405,1,1,1,1,1,0,0,0,0,0
89749188,3,127132269,69296663,8011236,19590731,6265946,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
7913098,2,609734843,81277159,152591830,16403353,32758526,2,2,2,3,3,0,0,0,0.3333333333,0.3333333333
194944807,1,122708683,72260032,55189732,160348731,118727283,1,1,1,1,1,0,0,0,0,0
69894707,8,78696721,877959817,131494374,189359677,192338671,5,3,4,13,9,0.5555555556,0.625,0.6666666667,0.6875,0.6923076923
832874031,1,782806673,790931732,828520333,827451386,783267321,1,1,1,1,1,0,0,0,0,0
805766529,1,626878706,808179477,2502953,162763911,6472505,1,1,1,1,1,0,0,0,0,0
957350804,1,17228669,58187147,783248854,78370127,617615997,1,1,1,1,7,0,0,0,0,0.8571428571
53046579,30,849234661,59470927,69293090,1660786,150587194,20,17,14,14,39,0.6111111111,0.6571428571,0.6666666667,0.6666666667,0.6730769231
192770050,17,44332844,19979132,37171832,193976974,55301951,18,16,9,14,15,0.5416666667,0.625,0.7,0.7083333333,0.72
787008242,1,38561796,70966341,929279029,50799795,28165327,1,1,1,1,1,0,0,0,0,0
46182234,1,610347833,927993634,87782657,837283969,194268962,2,2,4,5,13,0.5,0.5,0.75,0.8,0.9230769231
78625769,2,809887065,137255621,782015569,137352436,785863221,2,2,2,2,2,0,0,0,0,0
615391117,4,38593414,8447682,175357672,360640734,119606312,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
608619990,18,86875007,169399263,121266055,831641563,125150685,17,15,6,6,26,0.75,0.7777777778,0.8,0.8,0.8108108108
62026208,12,1799191,150483782,138449173,123383973,785072872,13,9,14,6,7,0.6842105263,0.6875,0.7,0.7142857143,0.7333333333
27678120,1,6398168,154281869,54874425,808195361,2322071,1,1,1,1,1,0,0,0,0,0
868727751,4,840454854,56690530,16793213,604395665,11202033,1,1,1,1,1,0.75,0.75,0.75,0.75,0.75
108654641,4,946594108,106530462,101624476,960047186,604751631,5,1,1,1,1,0.7142857143,0.75,0.75,0.75,0.75
50597657,1,1002229,54714043,79098386,956143965,13842000,1,1,1,1,1,0,0,0,0,0
149181310,4,78144326,1121912,944535152,46338463,188237523,3,5,1,1,1,0.6,0.7142857143,0.75,0.75,0.75
107217036,2,829015440,788738362,961908311,801269312,20083697,2,2,2,3,3,0,0,0,0.3333333333,0.3333333333
927754515,4,5094842,928251321,107966017,9224163,806647801,2,3,3,3,4,0.5,0.6,0.6,0.6,0.6666666667
78270874,1,78544523,78825795,78470289,79091669,78667609,1,1,1,1,1,0,0,0,0,0
85639912,1,63455190,945837219,101582922,33625836,100604768,1,1,1,1,1,0,0,0,0,0
129186941,2,361592082,832881655,964533876,796477222,18100524,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
829445431,2,86426244,806710588,152056029,8447682,784116691,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
138506162,4,184445463,99307998,616205675,784301447,54229567,4,8,4,8,5,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.7142857143
188706808,1,149510914,847327426,791792583,11716826,51324408,1,1,1,1,1,0,0,0,0,0
31776628,1,153884007,100943047,617319504,172222791,13900449,1,1,1,1,1,0,0,0,0,0
2371359,1,11172285,101690873,783777050,2152809,65820953,1,1,1,1,1,0,0,0,0,0
134257513,1,804403231,2138543,966434789,3123072,788075703,1,2,2,2,2,0,0.5,0.5,0.5,0.5
30301097,2,187779710,830575101,131560935,119704054,831531285,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
825244093,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
113240563,4,39884585,180222408,147330500,5536698,119902534,4,4,4,2,2,0.4,0.4,0.4,0.5,0.5
63153829,8,796826407,11210648,794605811,24920761,74850140,5,9,1,1,1,0.8181818182,0.8666666667,0.875,0.875,0.875
197138274,2,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
125518881,3,2156677,25248451,131259744,794533281,11247566,2,2,3,3,4,0.3333333333,0.3333333333,0.5,0.5,0.6
153882816,7,43835081,99975109,177360039,188812150,192344265,4,4,9,6,2,0.625,0.625,0.6666666667,0.7,0.7142857143
53057972,7,9617473,9893934,42860143,2147023,961027315,3,3,3,7,7,0.5714285714,0.5714285714,0.5714285714,0.6,0.6
1356872,1,938971041,1599406,1717040,99418089,61581922,1,1,1,1,1,0,0,0,0,0
148028335,1,799813121,92337104,957044357,77489128,604613302,1,1,1,1,1,0,0,0,0,0
608882635,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
128510745,3,948495908,828761051,173750860,877959817,173766148,2,2,3,3,3,0.3333333333,0.3333333333,0.5,0.5,0.5
556869790,1,72704224,795925911,134762934,193287968,81894156,1,1,1,1,1,0,0,0,0,0
61338018,1,622744472,963695163,2007870,807862669,79125809,2,4,6,7,7,0.5,0.75,0.8333333333,0.8571428571,0.8571428571
114200517,1,1885953,968852749,58317863,7938207,847927498,1,1,1,1,1,0,0,0,0,0
11782286,3,54881800,1949684,622920353,187644138,612901207,8,1,1,1,1,0.625,0.6666666667,0.6666666667,0.6666666667,0.6666666667
964346477,1,602975120,61170858,73748790,614683407,54252405,1,1,1,1,1,0,0,0,0,0
790470749,14,825211501,884932443,175930296,2011380,107939357,14,14,15,19,23,0.5263157895,0.6,0.619047619,0.625,0.6296296296
968998641,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
189741390,2,79965901,51266187,12472478,70593587,19187053,3,3,3,3,1,0.3333333333,0.3333333333,0.3333333333,0.3333333333,0.5
11667748,3,11760980,23967607,797016701,14550974,139747026,4,4,4,2,3,0.25,0.25,0.25,0.3333333333,0.5
118243315,1,167531362,104288167,56135742,153636159,965981751,1,1,1,1,1,0,0,0,0,0
807110270,2,77817617,830575101,131560935,119704054,831531285,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
808990741,1,38477428,103933453,6972764,612539135,2163178,2,2,4,1,3,0.5,0.5,0.75,1,1
602267564,8,96344523,831354290,60085776,169399263,75818075,6,3,3,15,11,0.7272727273,0.7777777778,0.7777777778,0.7894736842,0.8125
154616957,1,90161188,105974450,102388969,828365341,803400597,1,1,1,1,1,0,0,0,0,0
123723421,1,172030350,942054461,134131114,122814668,126483903,1,1,1,1,1,0,0,0,0,0
183165455,1,88000315,69929842,18287552,602665775,139625417,1,1,1,1,1,0,0,0,0,0
37146859,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
623609435,1,20840575,21811468,161909445,91477732,807667329,1,1,1,1,2,0,0,0,0,0.5
160984399,2,153872643,23783504,620640797,113911718,90744319,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
784862278,8,121170653,107952454,46866463,788065217,1288497,4,8,3,3,3,0.5,0.5454545455,0.625,0.625,0.625
825641202,4,131494374,879929078,32093028,4246716,121571798,4,2,2,2,2,0.4,0.5,0.5,0.5,0.5
808608074,2,962368353,786629352,131197915,171370674,50573591,2,1,1,1,1,0,0.5,0.5,0.5,0.5
92228402,5,967108218,42895367,2173375,38376674,188180587,2,2,2,2,3,0.6,0.6,0.6,0.6,0.6666666667
5902150,5,177579245,71784123,19812270,799416169,154319248,2,4,6,1,1,0.6,0.7142857143,0.7777777778,0.8,0.8
143525082,2,7651292,81953544,39839683,780058116,105166487,2,2,2,2,3,0,0,0,0,0.3333333333
187560545,19,157224205,58311945,2144145,73680126,21526611,17,17,15,14,15,0.56,0.56,0.5833333333,0.68,0.6923076923
876403478,1,834569816,10727660,809132140,876331075,182158873,1,1,1,1,1,0,0,0,0,0
89883875,1,782806673,790931732,828520333,827451386,783267321,1,1,1,1,1,0,0,0,0,0
137402504,2,557163537,809810901,118058432,148057107,828637343,2,2,2,3,3,0,0,0,0.3333333333,0.3333333333
831105403,1,603581349,11173312,556288249,808463280,3042827,1,1,1,1,1,0,0,0,0,0
184575108,1,157955597,612539135,2163178,11478401,2300051,1,1,3,1,5,0,1,1,1,1
2357549,3,11172285,19092477,101690873,783777050,2152809,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
139260939,1,153884007,100943047,617319504,172222791,13900449,1,1,1,1,1,0,0,0,0,0
83152975,2,180360294,1885953,968852749,58317863,7938207,2,1,1,1,1,0,0.5,0.5,0.5,0.5
1472216,1,3277571,150717684,13550645,29362225,11072840,1,1,1,1,1,0,0,0,0,0
170941012,3,867629198,105298611,79094878,142839948,830833146,2,1,1,1,1,0.3333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667
929187425,1,129534850,15194546,197539310,832976562,6189144,1,1,1,1,1,0,0,0,0,0
23598378,2,144280088,106931488,51229602,804684207,44141757,2,2,2,2,2,0,0,0,0,0
119218386,4,142290530,109366042,99297764,46338463,20578464,4,5,5,1,1,0.6666666667,0.7142857143,0.7142857143,0.75,0.75
185901477,3,869556691,89957211,605750991,81022373,16490562,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
23910311,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
166070979,1,618991413,800028230,784809993,161162995,803757913,1,1,1,1,1,0,0,0,0,0
603007092,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
113890615,1,172030350,942054461,134131114,122814668,126483903,1,1,1,1,1,0,0,0,0,0
858981579,1,1885953,968852749,58317863,7938207,847927498,1,1,1,1,1,0,0,0,0,0
614375975,1,35611875,40804452,5423546,612539135,2163178,5,8,10,1,3,0.8,0.875,0.9,1,1
608994810,15,829886675,198255007,809013068,177263837,603465790,5,11,18,14,14,0.75,0.8181818182,0.8214285714,0.84,0.84
113696608,1,41751546,78564188,76900880,87101978,61829438,1,1,2,2,2,0,0,0.5,0.5,0.5
11826666,2,7036759,68615467,159218226,16804163,792439713,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
179231873,1,834676819,155141419,868478751,108048638,59223474,1,1,1,1,2,0,0,0,0,0.5
127208879,3,116279183,962436296,154290316,967474896,927569673,5,3,4,4,1,0.4,0.5,0.6,0.6,0.6666666667
148548295,3,103202859,64295017,57720856,944492164,73735524,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
858715733,1,80612534,804501278,938318995,30256739,9232752,4,5,5,6,8,0.75,0.8,0.8,0.8333333333,0.875
139137983,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
848468476,1,806710588,152056029,784116691,793134081,847410081,1,1,1,1,1,0,0,0,0,0
142290902,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
799901301,1,830575101,131560935,119704054,831531285,78460157,1,1,1,1,1,0,0,0,0,0
99730454,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
153630694,3,175965206,626296974,928918812,967023649,99080959,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
186139903,1,144556222,757122424,607710873,78465065,829684518,1,1,1,1,1,0,0,0,0,0
175359033,1,3219615,131416138,968245779,5906482,192284065,1,1,1,1,1,0,0,0,0,0
108661422,1,1002229,54714043,79098386,956143965,13842000,1,1,1,1,1,0,0,0,0,0
99083396,1,780968371,612539135,2163178,11478401,2300051,12,1,3,1,5,0.9166666667,1,1,1,1
617379607,3,602975120,61170858,808473354,73748790,614683407,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
879816593,1,605898824,878587583,94715344,185571499,830172024,1,1,1,1,1,0,0,0,0,0
603769092,1,806710588,152056029,784116691,793134081,847410081,1,1,1,1,1,0,0,0,0,0
4216193,1,361592082,832881655,18100524,831751552,6631720,1,1,1,1,1,0,0,0,0,0
22399612,2,14690507,130391928,518338371,606237220,64092356,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
133467592,5,928251321,107966017,5094842,86673175,876719618,3,3,2,2,2,0.4,0.4,0.6,0.6,0.6
623355034,1,618991413,800028230,784809993,161162995,803757913,1,1,1,1,1,0,0,0,0,0
95471327,2,799862693,361592082,4492575,191346506,832881655,3,1,1,1,1,0.3333333333,0.5,0.5,0.5,0.5
15706877,1,83730627,603168931,10249493,2329837,193444080,1,1,1,1,1,0,0,0,0,0
29033156,1,154319248,627578529,831263640,103473091,808182919,1,1,1,1,1,0,0,0,0,0
623206646,1,71681691,12681135,50583590,949126937,964791763,1,1,1,1,2,0,0,0,0,0.5
947819454,2,932838519,198627978,957270739,4074261,126959774,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
150697019,2,785108945,1885953,968852749,58317863,7938207,2,1,1,1,1,0,0.5,0.5,0.5,0.5
120226779,2,780400771,180448466,795425060,869190355,43634294,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
844283148,1,83730627,603168931,10249493,2329837,193444080,1,1,1,1,1,0,0,0,0,0
194956751,39,618019632,52554441,7186526,77004315,20278375,63,39,17,21,84,0.725,0.7419354839,0.7555555556,0.7755102041,0.7941176471
879304681,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
2516540,1,802309505,937536167,125988639,3954807,196798714,1,1,1,1,1,0,0,0,0,0
5114731,1,243651288,251476669,180362290,787411917,6366108,1,1,1,1,1,0,0,0,0,0
91191960,10,101240133,51686405,361501869,614589237,197138274,5,6,2,2,2,0.75,0.7692307692,0.8,0.8,0.8
2388833,3,1776418,179710822,784101243,603167706,129308545,1,1,1,1,1,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
47167556,8,361499700,102014008,25487950,781990924,157412271,4,5,6,6,6,0.6666666667,0.7,0.7272727273,0.7272727273,0.7272727273
824640663,2,157302324,125875950,10113913,133469119,829384192,2,3,1,1,1,0,0.3333333333,0.5,0.5,0.5
85664118,1,5574330,155561806,181118738,53307435,125871405,1,1,1,1,1,0,0,0,0,0
806306192,1,49606445,966656576,2561868,794533281,861004349,2,2,2,3,3,0.5,0.5,0.5,0.6666666667,0.6666666667
791447279,1,964533876,796477222,104329078,150780674,94982386,1,1,1,1,1,0,0,0,0,0
804894611,1,968997101,40861601,88805734,81897456,613866735,1,1,1,1,1,0,0,0,0,0
144446895,8,47503537,619719693,128419095,99288102,957050883,7,5,12,12,6,0.5,0.5555555556,0.5714285714,0.5714285714,0.6
786546437,1,830255092,50420447,69889467,49917784,70281530,1,1,1,2,2,0,0,0,0.5,0.5
831237743,1,76782366,785141719,609531983,132829909,144452836,1,1,1,1,1,0,0,0,0,0
829208912,9,19150957,962024738,67504134,38593414,106530462,4,7,10,1,1,0.8181818182,0.8571428571,0.8823529412,0.8888888889,0.8888888889
825307205,2,801427845,611035556,3099207,6811207,939243655,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5
53234100,28,879585248,798798570,22551357,831172692,96844824,33,48,21,27,27,0.6136363636,0.7333333333,0.7435897436,0.75,0.75
